"Strategies","left","rope","right"
"BR-C5.0 x PruDent-RF",0.07,0,0.93
"BR-C5.0 x PruDent-SVM",0,0,1
"BR-C5.0 x PruDent-SVMt",0.03,0,0.97
"BR-C5.0 x PruDent-XGB",0,0,1
"BR-C5.0 x RDBR-C5.0",0.07,0.93,0
"BR-C5.0 x RDBR-LR",0,0,1
"BR-C5.0 x RDBR-RF",0.08,0,0.92
"BR-C5.0 x RDBR-SVM",0,0,1
"BR-C5.0 x RDBR-SVMt",0,0,1
"BR-C5.0 x RDBR-XGB",0,0,1
"BR-LR x BR-RF",0.9,0,0.1
"BR-LR x BR-SVM",0,1,0
"BR-LR x BR-SVMt",0.02,0.76,0.22
"BR-LR x BR-XGB",0.01,0,0.99
"BR-LR x BR+-LR",0,0.46,0.54
"BR-LR x BR+-RF",0.86,0,0.14
"BR-LR x BR+-SVM",0,0.4,0.6
"BR-LR x BR+-SVMt",0.02,0,0.98
"BR-LR x BR+-XGB",0.01,0,0.99
"BR-LR x CC-LR",0,0.78,0.22
"BR-LR x CC-RF",0.87,0,0.13
"BR-LR x CC-SVM",0,0.76,0.24
"BR-LR x CC-SVMt",0.03,0.01,0.96
"BR-LR x CC-XGB",0.04,0,0.96
"BR-LR x DBR-LR",0,0.58,0.42
"BR-LR x DBR-RF",0.87,0,0.13
"BR-LR x DBR-SVM",0,0.42,0.58
"BR-LR x DBR-SVMt",0.01,0,0.99
"BR-LR x DBR-XGB",0.01,0.01,0.99
"BR-LR x EBR-LR",0.28,0,0.72
"BR-LR x EBR-RF",0.24,0,0.76
"BR-LR x EBR-SVM",0,0,1
"BR-LR x EBR-SVMt",0.01,0,0.99
"BR-LR x EBR-XGB",0,0,1
"BR-LR x ECC-LR",0.25,0,0.75
"BR-LR x ECC-RF",0.23,0,0.77
"BR-LR x ECC-SVM",0,0,1
"BR-LR x ECC-SVMt",0.02,0,0.98
"BR-LR x ECC-XGB",0,0,1
"BR-LR x MBR-LR",0,0.72,0.28
"BR-LR x MBR-RF",0.88,0,0.12
"BR-LR x MBR-SVM",0,0.87,0.13
"BR-LR x MBR-SVMt",0.03,0.05,0.93
"BR-LR x MBR-XGB",0.01,0,0.99
"BR-LR x NS-LR",0.05,0.93,0.02
"BR-LR x NS-RF",0.83,0,0.17
"BR-LR x NS-SVM",0,0.97,0.03
"BR-LR x NS-SVMt",0.13,0.01,0.86
"BR-LR x NS-XGB",0.02,0,0.97
"BR-LR x PruDent-LR",0,0.99,0.01
"BR-LR x PruDent-RF",0.88,0,0.12
"BR-LR x PruDent-SVM",0,1,0
"BR-LR x PruDent-SVMt",0.02,0.47,0.51
"BR-LR x PruDent-XGB",0.01,0,0.99
"BR-LR x RDBR-LR",0,0.38,0.62
"BR-LR x RDBR-RF",0.89,0,0.11
"BR-LR x RDBR-SVM",0,0.26,0.74
"BR-LR x RDBR-SVMt",0.02,0,0.98
"BR-LR x RDBR-XGB",0.01,0,0.99
"BR-RF x BR-SVM",0.08,0,0.92
"BR-RF x BR-SVMt",0.12,0,0.88
"BR-RF x BR-XGB",0,0,1
"BR-RF x BR+-RF",0,1,0
"BR-RF x BR+-SVM",0.03,0,0.97
"BR-RF x BR+-SVMt",0.02,0,0.98
"BR-RF x BR+-XGB",0,0,1
"BR-RF x CC-RF",0,1,0
"BR-RF x CC-SVM",0.04,0,0.96
"BR-RF x CC-SVMt",0.04,0,0.96
"BR-RF x CC-XGB",0,0,1
"BR-RF x DBR-RF",0,1,0
"BR-RF x DBR-SVM",0.02,0,0.98
"BR-RF x DBR-SVMt",0.02,0,0.98
"BR-RF x DBR-XGB",0,0,1
"BR-RF x EBR-RF",0,0,1
"BR-RF x EBR-SVM",0.01,0,0.99
"BR-RF x EBR-SVMt",0.01,0,0.99
"BR-RF x EBR-XGB",0,0,1
"BR-RF x ECC-RF",0,0,1
"BR-RF x ECC-SVM",0,0,1
"BR-RF x ECC-SVMt",0.02,0,0.98
"BR-RF x ECC-XGB",0,0,1
"BR-RF x MBR-RF",0,1,0
"BR-RF x MBR-SVM",0.04,0,0.96
"BR-RF x MBR-SVMt",0.12,0,0.88
"BR-RF x MBR-XGB",0,0,1
"BR-RF x NS-RF",0,1,0
"BR-RF x NS-SVM",0.08,0,0.92
"BR-RF x NS-SVMt",0.09,0,0.91
"BR-RF x NS-XGB",0,0,1
"BR-RF x PruDent-RF",0,1,0
"BR-RF x PruDent-SVM",0.08,0,0.92
"BR-RF x PruDent-SVMt",0.09,0,0.91
"BR-RF x PruDent-XGB",0,0,1
"BR-RF x RDBR-RF",0,1,0
"BR-RF x RDBR-SVM",0.02,0,0.98
"BR-RF x RDBR-SVMt",0.01,0,0.99
"BR-RF x RDBR-XGB",0,0,1
"BR-SVM x BR-SVMt",0.04,0.76,0.2
"BR-SVM x BR-XGB",0.01,0,0.99
"BR-SVM x BR+-SVM",0,0.7,0.3
"BR-SVM x BR+-SVMt",0.04,0,0.96
"BR-SVM x BR+-XGB",0.01,0,0.99
"BR-SVM x CC-SVM",0,0.95,0.05
"BR-SVM x CC-SVMt",0.06,0.02,0.92
"BR-SVM x CC-XGB",0.04,0,0.96
"BR-SVM x DBR-SVM",0,0.73,0.27
"BR-SVM x DBR-SVMt",0.02,0,0.97
"BR-SVM x DBR-XGB",0.02,0.01,0.98
"BR-SVM x EBR-SVM",0.01,0,0.99
"BR-SVM x EBR-SVMt",0.01,0,0.99
"BR-SVM x EBR-XGB",0,0,1
"BR-SVM x ECC-SVM",0,0,1
"BR-SVM x ECC-SVMt",0.03,0,0.97
"BR-SVM x ECC-XGB",0,0,1
"BR-SVM x MBR-SVM",0,0.95,0.05
"BR-SVM x MBR-SVMt",0.05,0.11,0.84
"BR-SVM x MBR-XGB",0.01,0,0.98
"BR-SVM x NS-SVM",0,1,0
"BR-SVM x NS-SVMt",0.17,0.01,0.82
"BR-SVM x NS-XGB",0.05,0,0.95
"BR-SVM x PruDent-SVM",0,1,0
"BR-SVM x PruDent-SVMt",0.05,0.48,0.46
"BR-SVM x PruDent-XGB",0.01,0,0.99
"BR-SVM x RDBR-SVM",0,0.58,0.42
"BR-SVM x RDBR-SVMt",0.03,0,0.97
"BR-SVM x RDBR-XGB",0.02,0,0.98
"BR-SVMt x BR-XGB",0.04,0.01,0.95
"BR-SVMt x BR+-SVMt",0.01,0.03,0.96
"BR-SVMt x BR+-XGB",0.02,0,0.98
"BR-SVMt x CC-SVMt",0,0.36,0.63
"BR-SVMt x CC-XGB",0.03,0,0.97
"BR-SVMt x DBR-SVMt",0,0.04,0.96
"BR-SVMt x DBR-XGB",0.02,0.01,0.98
"BR-SVMt x EBR-SVMt",0.02,0,0.98
"BR-SVMt x EBR-XGB",0,0,1
"BR-SVMt x ECC-SVMt",0.03,0,0.97
"BR-SVMt x ECC-XGB",0,0,1
"BR-SVMt x MBR-SVMt",0.02,0.37,0.61
"BR-SVMt x MBR-XGB",0.02,0,0.97
"BR-SVMt x NS-SVMt",0.12,0.33,0.55
"BR-SVMt x NS-XGB",0.04,0,0.95
"BR-SVMt x PruDent-SVMt",0,1,0
"BR-SVMt x PruDent-XGB",0.03,0.01,0.96
"BR-SVMt x RDBR-SVMt",0.02,0.05,0.93
"BR-SVMt x RDBR-XGB",0.02,0,0.98
"BR-XGB x BR+-XGB",0,1,0
"BR-XGB x CC-XGB",0.06,0.94,0
"BR-XGB x DBR-XGB",0,1,0
"BR-XGB x EBR-XGB",0,0,1
"BR-XGB x ECC-XGB",0,0,1
"BR-XGB x MBR-XGB",0,1,0
"BR-XGB x NS-XGB",0.08,0.92,0
"BR-XGB x PruDent-XGB",0,1,0
"BR-XGB x RDBR-XGB",0,1,0
"BR+-C5.0 x BR-LR",0.01,0,0.99
"BR+-C5.0 x BR-RF",0.06,0,0.94
"BR+-C5.0 x BR-SVM",0,0,1
"BR+-C5.0 x BR-SVMt",0.03,0,0.97
"BR+-C5.0 x BR-XGB",0,0,1
"BR+-C5.0 x BR+-LR",0,0,1
"BR+-C5.0 x BR+-RF",0.06,0,0.94
"BR+-C5.0 x BR+-SVM",0,0,1
"BR+-C5.0 x BR+-SVMt",0,0,1
"BR+-C5.0 x BR+-XGB",0,0,1
"BR+-C5.0 x CC-C5.0",0,1,0
"BR+-C5.0 x CC-LR",0,0,1
"BR+-C5.0 x CC-RF",0.05,0,0.95
"BR+-C5.0 x CC-SVM",0,0,1
"BR+-C5.0 x CC-SVMt",0.01,0,0.99
"BR+-C5.0 x CC-XGB",0,0,1
"BR+-C5.0 x DBR-C5.0",0,1,0
"BR+-C5.0 x DBR-LR",0,0,1
"BR+-C5.0 x DBR-RF",0.05,0,0.95
"BR+-C5.0 x DBR-SVM",0,0,1
"BR+-C5.0 x DBR-SVMt",0.01,0,0.99
"BR+-C5.0 x DBR-XGB",0,0,1
"BR+-C5.0 x EBR-C5.0",0,0,1
"BR+-C5.0 x EBR-LR",0.01,0,0.99
"BR+-C5.0 x EBR-RF",0,0,1
"BR+-C5.0 x EBR-SVM",0,0,1
"BR+-C5.0 x EBR-SVMt",0,0,1
"BR+-C5.0 x EBR-XGB",0,0,1
"BR+-C5.0 x ECC-C5.0",0,0,1
"BR+-C5.0 x ECC-LR",0.01,0,0.99
"BR+-C5.0 x ECC-RF",0,0,1
"BR+-C5.0 x ECC-SVM",0,0,1
"BR+-C5.0 x ECC-SVMt",0,0,1
"BR+-C5.0 x ECC-XGB",0,0,1
"BR+-C5.0 x MBR-C5.0",0,0.52,0.48
"BR+-C5.0 x MBR-LR",0,0,1
"BR+-C5.0 x MBR-RF",0.05,0,0.95
"BR+-C5.0 x MBR-SVM",0,0,1
"BR+-C5.0 x MBR-SVMt",0.03,0,0.97
"BR+-C5.0 x MBR-XGB",0,0,1
"BR+-C5.0 x NS-C5.0",0,1,0
"BR+-C5.0 x NS-LR",0.01,0,0.99
"BR+-C5.0 x NS-RF",0.04,0,0.96
"BR+-C5.0 x NS-SVM",0.01,0,0.99
"BR+-C5.0 x NS-SVMt",0.02,0,0.98
"BR+-C5.0 x NS-XGB",0,0,1
"BR+-C5.0 x PruDent-C5.0",0.01,0.97,0.02
"BR+-C5.0 x PruDent-LR",0,0,1
"BR+-C5.0 x PruDent-RF",0.05,0,0.95
"BR+-C5.0 x PruDent-SVM",0,0,1
"BR+-C5.0 x PruDent-SVMt",0.03,0,0.97
"BR+-C5.0 x PruDent-XGB",0,0,1
"BR+-C5.0 x RDBR-C5.0",0,1,0
"BR+-C5.0 x RDBR-LR",0,0,1
"BR+-C5.0 x RDBR-RF",0.06,0,0.94
"BR+-C5.0 x RDBR-SVM",0,0,1
"BR+-C5.0 x RDBR-SVMt",0,0,1
"BR+-C5.0 x RDBR-XGB",0,0,1
"BR+-LR x BR-RF",0.97,0,0.03
"BR+-LR x BR-SVM",0.4,0.6,0
"BR+-LR x BR-SVMt",0.75,0.1,0.15
"BR+-LR x BR-XGB",0.06,0,0.94
"BR+-LR x BR+-RF",0.97,0,0.03
"BR+-LR x BR+-SVM",0,1,0
"BR+-LR x BR+-SVMt",0.15,0.11,0.74
"BR+-LR x BR+-XGB",0.07,0,0.93
"BR+-LR x CC-LR",0,1,0
"BR+-LR x CC-RF",0.96,0,0.04
"BR+-LR x CC-SVM",0,1,0
"BR+-LR x CC-SVMt",0.33,0.07,0.61
"BR+-LR x CC-XGB",0.13,0,0.87
"BR+-LR x DBR-LR",0,1,0
"BR+-LR x DBR-RF",0.96,0,0.04
"BR+-LR x DBR-SVM",0,1,0
"BR+-LR x DBR-SVMt",0.13,0.16,0.71
"BR+-LR x DBR-XGB",0.06,0,0.94
"BR+-LR x EBR-LR",0.67,0.01,0.33
"BR+-LR x EBR-RF",0.55,0,0.45
"BR+-LR x EBR-SVM",0.02,0,0.98
"BR+-LR x EBR-SVMt",0.04,0,0.96
"BR+-LR x EBR-XGB",0,0,1
"BR+-LR x ECC-LR",0.57,0.02,0.41
"BR+-LR x ECC-RF",0.49,0,0.51
"BR+-LR x ECC-SVM",0.02,0,0.98
"BR+-LR x ECC-SVMt",0.06,0,0.93
"BR+-LR x ECC-XGB",0,0,1
"BR+-LR x MBR-LR",0.11,0.81,0.09
"BR+-LR x MBR-RF",0.98,0,0.02
"BR+-LR x MBR-SVM",0.08,0.9,0.02
"BR+-LR x MBR-SVMt",0.14,0.48,0.37
"BR+-LR x MBR-XGB",0.06,0,0.94
"BR+-LR x NS-LR",0.49,0.51,0
"BR+-LR x NS-RF",0.95,0,0.05
"BR+-LR x NS-SVM",0.09,0.91,0
"BR+-LR x NS-SVMt",0.44,0.04,0.52
"BR+-LR x NS-XGB",0.12,0,0.88
"BR+-LR x PruDent-LR",0.1,0.89,0.01
"BR+-LR x PruDent-RF",0.97,0,0.03
"BR+-LR x PruDent-SVM",0.19,0.81,0
"BR+-LR x PruDent-SVMt",0.44,0.48,0.08
"BR+-LR x PruDent-XGB",0.05,0,0.95
"BR+-LR x RDBR-LR",0,1,0
"BR+-LR x RDBR-RF",0.98,0,0.02
"BR+-LR x RDBR-SVM",0,1,0
"BR+-LR x RDBR-SVMt",0.12,0.12,0.77
"BR+-LR x RDBR-XGB",0.06,0,0.94
"BR+-RF x BR-SVM",0.1,0,0.9
"BR+-RF x BR-SVMt",0.16,0,0.84
"BR+-RF x BR-XGB",0,0,1
"BR+-RF x BR+-SVM",0.03,0,0.97
"BR+-RF x BR+-SVMt",0.02,0,0.98
"BR+-RF x BR+-XGB",0,0,1
"BR+-RF x CC-RF",0,1,0
"BR+-RF x CC-SVM",0.04,0,0.96
"BR+-RF x CC-SVMt",0.06,0,0.94
"BR+-RF x CC-XGB",0,0,1
"BR+-RF x DBR-RF",0,1,0
"BR+-RF x DBR-SVM",0.03,0,0.97
"BR+-RF x DBR-SVMt",0.02,0,0.98
"BR+-RF x DBR-XGB",0,0,1
"BR+-RF x EBR-RF",0,0,1
"BR+-RF x EBR-SVM",0.01,0,0.99
"BR+-RF x EBR-SVMt",0.02,0,0.98
"BR+-RF x EBR-XGB",0,0,1
"BR+-RF x ECC-RF",0,0,1
"BR+-RF x ECC-SVM",0.01,0,0.99
"BR+-RF x ECC-SVMt",0.02,0,0.98
"BR+-RF x ECC-XGB",0,0,1
"BR+-RF x MBR-RF",0,0.99,0
"BR+-RF x MBR-SVM",0.06,0,0.94
"BR+-RF x MBR-SVMt",0.14,0,0.86
"BR+-RF x MBR-XGB",0,0,1
"BR+-RF x NS-RF",0,1,0
"BR+-RF x NS-SVM",0.09,0,0.91
"BR+-RF x NS-SVMt",0.15,0,0.85
"BR+-RF x NS-XGB",0,0,1
"BR+-RF x PruDent-RF",0,1,0
"BR+-RF x PruDent-SVM",0.09,0,0.91
"BR+-RF x PruDent-SVMt",0.11,0,0.89
"BR+-RF x PruDent-XGB",0,0,1
"BR+-RF x RDBR-RF",0,1,0
"BR+-RF x RDBR-SVM",0.02,0,0.98
"BR+-RF x RDBR-SVMt",0.02,0,0.98
"BR+-RF x RDBR-XGB",0,0,1
"BR+-SVM x BR-SVMt",0.74,0.07,0.18
"BR+-SVM x BR-XGB",0.06,0,0.94
"BR+-SVM x BR+-SVMt",0.16,0.08,0.76
"BR+-SVM x BR+-XGB",0.06,0,0.94
"BR+-SVM x CC-SVM",0,1,0
"BR+-SVM x CC-SVMt",0.33,0.05,0.62
"BR+-SVM x CC-XGB",0.15,0,0.85
"BR+-SVM x DBR-SVM",0,1,0
"BR+-SVM x DBR-SVMt",0.15,0.12,0.73
"BR+-SVM x DBR-XGB",0.06,0,0.94
"BR+-SVM x EBR-SVM",0.03,0,0.97
"BR+-SVM x EBR-SVMt",0.04,0,0.96
"BR+-SVM x EBR-XGB",0,0,1
"BR+-SVM x ECC-SVM",0.02,0,0.98
"BR+-SVM x ECC-SVMt",0.06,0,0.94
"BR+-SVM x ECC-XGB",0,0,1
"BR+-SVM x MBR-SVM",0.09,0.88,0.02
"BR+-SVM x MBR-SVMt",0.14,0.45,0.41
"BR+-SVM x MBR-XGB",0.05,0,0.95
"BR+-SVM x NS-SVM",0.08,0.92,0
"BR+-SVM x NS-SVMt",0.44,0.02,0.53
"BR+-SVM x NS-XGB",0.12,0,0.88
"BR+-SVM x PruDent-SVM",0.26,0.74,0
"BR+-SVM x PruDent-SVMt",0.53,0.36,0.11
"BR+-SVM x PruDent-XGB",0.05,0,0.95
"BR+-SVM x RDBR-SVM",0,1,0
"BR+-SVM x RDBR-SVMt",0.12,0.08,0.8
"BR+-SVM x RDBR-XGB",0.06,0,0.94
"BR+-SVMt x BR-XGB",0.31,0.01,0.68
"BR+-SVMt x BR+-XGB",0.29,0.02,0.68
"BR+-SVMt x CC-SVMt",0.01,0.99,0
"BR+-SVMt x CC-XGB",0.33,0.01,0.66
"BR+-SVMt x DBR-SVMt",0,1,0
"BR+-SVMt x DBR-XGB",0.28,0.01,0.71
"BR+-SVMt x EBR-SVMt",0.09,0.06,0.84
"BR+-SVMt x EBR-XGB",0.01,0,0.99
"BR+-SVMt x ECC-SVMt",0.1,0.1,0.8
"BR+-SVMt x ECC-XGB",0.01,0,0.99
"BR+-SVMt x MBR-SVMt",0.16,0.82,0.01
"BR+-SVMt x MBR-XGB",0.28,0.01,0.72
"BR+-SVMt x NS-SVMt",0.26,0.72,0.02
"BR+-SVMt x NS-XGB",0.33,0,0.67
"BR+-SVMt x PruDent-SVMt",0.88,0.12,0
"BR+-SVMt x PruDent-XGB",0.3,0.01,0.69
"BR+-SVMt x RDBR-SVMt",0,1,0
"BR+-SVMt x RDBR-XGB",0.25,0.01,0.74
"BR+-XGB x CC-XGB",0.03,0.97,0
"BR+-XGB x DBR-XGB",0,1,0
"BR+-XGB x EBR-XGB",0,0,1
"BR+-XGB x ECC-XGB",0,0,1
"BR+-XGB x MBR-XGB",0,1,0
"BR+-XGB x NS-XGB",0.04,0.95,0
"BR+-XGB x PruDent-XGB",0,1,0
"BR+-XGB x RDBR-XGB",0,1,0
"CC-C5.0 x BR-LR",0.01,0,0.99
"CC-C5.0 x BR-RF",0.07,0,0.93
"CC-C5.0 x BR-SVM",0.01,0,0.99
"CC-C5.0 x BR-SVMt",0.04,0,0.96
"CC-C5.0 x BR-XGB",0,0,1
"CC-C5.0 x BR+-LR",0,0,1
"CC-C5.0 x BR+-RF",0.06,0,0.94
"CC-C5.0 x BR+-SVM",0,0,1
"CC-C5.0 x BR+-SVMt",0.01,0,0.99
"CC-C5.0 x BR+-XGB",0,0,1
"CC-C5.0 x CC-LR",0,0,1
"CC-C5.0 x CC-RF",0.05,0,0.95
"CC-C5.0 x CC-SVM",0,0,1
"CC-C5.0 x CC-SVMt",0.01,0,0.99
"CC-C5.0 x CC-XGB",0,0,1
"CC-C5.0 x DBR-C5.0",0,1,0
"CC-C5.0 x DBR-LR",0,0,1
"CC-C5.0 x DBR-RF",0.06,0,0.94
"CC-C5.0 x DBR-SVM",0,0,1
"CC-C5.0 x DBR-SVMt",0.01,0,0.99
"CC-C5.0 x DBR-XGB",0,0,1
"CC-C5.0 x EBR-C5.0",0,0,1
"CC-C5.0 x EBR-LR",0.01,0,0.99
"CC-C5.0 x EBR-RF",0,0,1
"CC-C5.0 x EBR-SVM",0,0,1
"CC-C5.0 x EBR-SVMt",0,0,1
"CC-C5.0 x EBR-XGB",0,0,1
"CC-C5.0 x ECC-C5.0",0,0,1
"CC-C5.0 x ECC-LR",0.01,0,0.99
"CC-C5.0 x ECC-RF",0,0,1
"CC-C5.0 x ECC-SVM",0,0,1
"CC-C5.0 x ECC-SVMt",0,0,1
"CC-C5.0 x ECC-XGB",0,0,1
"CC-C5.0 x MBR-C5.0",0,0.84,0.16
"CC-C5.0 x MBR-LR",0,0,1
"CC-C5.0 x MBR-RF",0.06,0,0.94
"CC-C5.0 x MBR-SVM",0,0,1
"CC-C5.0 x MBR-SVMt",0.03,0,0.97
"CC-C5.0 x MBR-XGB",0,0,1
"CC-C5.0 x NS-C5.0",0,1,0
"CC-C5.0 x NS-LR",0.01,0,0.99
"CC-C5.0 x NS-RF",0.04,0,0.96
"CC-C5.0 x NS-SVM",0.01,0,0.99
"CC-C5.0 x NS-SVMt",0.03,0,0.97
"CC-C5.0 x NS-XGB",0,0,1
"CC-C5.0 x PruDent-C5.0",0.02,0.98,0.01
"CC-C5.0 x PruDent-LR",0,0,1
"CC-C5.0 x PruDent-RF",0.07,0,0.93
"CC-C5.0 x PruDent-SVM",0.01,0,0.99
"CC-C5.0 x PruDent-SVMt",0.03,0,0.97
"CC-C5.0 x PruDent-XGB",0,0,1
"CC-C5.0 x RDBR-C5.0",0,1,0
"CC-C5.0 x RDBR-LR",0,0,1
"CC-C5.0 x RDBR-RF",0.06,0,0.94
"CC-C5.0 x RDBR-SVM",0,0,1
"CC-C5.0 x RDBR-SVMt",0,0,1
"CC-C5.0 x RDBR-XGB",0,0,1
"CC-LR x BR-RF",0.96,0,0.04
"CC-LR x BR-SVM",0.08,0.92,0
"CC-LR x BR-SVMt",0.52,0.33,0.15
"CC-LR x BR-XGB",0.04,0,0.96
"CC-LR x BR+-RF",0.96,0,0.04
"CC-LR x BR+-SVM",0,0.99,0.01
"CC-LR x BR+-SVMt",0.03,0.13,0.85
"CC-LR x BR+-XGB",0.04,0,0.95
"CC-LR x CC-RF",0.95,0,0.05
"CC-LR x CC-SVM",0,1,0
"CC-LR x CC-SVMt",0.07,0.35,0.58
"CC-LR x CC-XGB",0.11,0,0.89
"CC-LR x DBR-LR",0,1,0
"CC-LR x DBR-RF",0.95,0,0.05
"CC-LR x DBR-SVM",0,1,0
"CC-LR x DBR-SVMt",0.01,0.34,0.65
"CC-LR x DBR-XGB",0.04,0,0.95
"CC-LR x EBR-LR",0.5,0.01,0.5
"CC-LR x EBR-RF",0.45,0,0.55
"CC-LR x EBR-SVM",0.01,0,0.99
"CC-LR x EBR-SVMt",0.02,0,0.98
"CC-LR x EBR-XGB",0,0,1
"CC-LR x ECC-LR",0.45,0,0.55
"CC-LR x ECC-RF",0.42,0,0.57
"CC-LR x ECC-SVM",0.01,0,0.99
"CC-LR x ECC-SVMt",0.03,0,0.97
"CC-LR x ECC-XGB",0,0,1
"CC-LR x MBR-LR",0.01,0.97,0.02
"CC-LR x MBR-RF",0.96,0,0.04
"CC-LR x MBR-SVM",0,1,0
"CC-LR x MBR-SVMt",0.01,0.51,0.48
"CC-LR x MBR-XGB",0.04,0,0.96
"CC-LR x NS-LR",0.16,0.84,0
"CC-LR x NS-RF",0.94,0,0.06
"CC-LR x NS-SVM",0.01,0.99,0
"CC-LR x NS-SVMt",0.24,0.19,0.57
"CC-LR x NS-XGB",0.09,0,0.91
"CC-LR x PruDent-LR",0.01,0.99,0
"CC-LR x PruDent-RF",0.96,0,0.04
"CC-LR x PruDent-SVM",0.04,0.96,0
"CC-LR x PruDent-SVMt",0.22,0.67,0.11
"CC-LR x PruDent-XGB",0.03,0,0.97
"CC-LR x RDBR-LR",0,1,0
"CC-LR x RDBR-RF",0.96,0,0.04
"CC-LR x RDBR-SVM",0,1,0
"CC-LR x RDBR-SVMt",0.03,0.07,0.9
"CC-LR x RDBR-XGB",0.04,0,0.95
"CC-RF x BR-SVM",0.1,0,0.9
"CC-RF x BR-SVMt",0.14,0,0.86
"CC-RF x BR-XGB",0,0,1
"CC-RF x BR+-SVM",0.03,0,0.97
"CC-RF x BR+-SVMt",0.02,0,0.98
"CC-RF x BR+-XGB",0,0,1
"CC-RF x CC-SVM",0.04,0,0.96
"CC-RF x CC-SVMt",0.04,0,0.96
"CC-RF x CC-XGB",0,0,1
"CC-RF x DBR-RF",0,1,0
"CC-RF x DBR-SVM",0.03,0,0.97
"CC-RF x DBR-SVMt",0.02,0,0.98
"CC-RF x DBR-XGB",0,0,1
"CC-RF x EBR-RF",0,0,1
"CC-RF x EBR-SVM",0.01,0,0.99
"CC-RF x EBR-SVMt",0.02,0,0.98
"CC-RF x EBR-XGB",0,0,1
"CC-RF x ECC-RF",0,0,1
"CC-RF x ECC-SVM",0.01,0,0.99
"CC-RF x ECC-SVMt",0.02,0,0.98
"CC-RF x ECC-XGB",0,0,1
"CC-RF x MBR-RF",0,1,0
"CC-RF x MBR-SVM",0.05,0,0.95
"CC-RF x MBR-SVMt",0.12,0,0.88
"CC-RF x MBR-XGB",0,0,1
"CC-RF x NS-RF",0,1,0
"CC-RF x NS-SVM",0.08,0,0.92
"CC-RF x NS-SVMt",0.11,0,0.89
"CC-RF x NS-XGB",0,0,1
"CC-RF x PruDent-RF",0,1,0
"CC-RF x PruDent-SVM",0.09,0,0.91
"CC-RF x PruDent-SVMt",0.1,0,0.9
"CC-RF x PruDent-XGB",0,0,1
"CC-RF x RDBR-RF",0,1,0
"CC-RF x RDBR-SVM",0.02,0,0.98
"CC-RF x RDBR-SVMt",0.02,0,0.98
"CC-RF x RDBR-XGB",0,0,1
"CC-SVM x BR-SVMt",0.49,0.39,0.12
"CC-SVM x BR-XGB",0.03,0,0.96
"CC-SVM x BR+-SVMt",0.03,0.13,0.83
"CC-SVM x BR+-XGB",0.05,0,0.95
"CC-SVM x CC-SVMt",0.07,0.48,0.45
"CC-SVM x CC-XGB",0.12,0,0.88
"CC-SVM x DBR-SVM",0,1,0
"CC-SVM x DBR-SVMt",0.01,0.35,0.64
"CC-SVM x DBR-XGB",0.05,0.01,0.95
