"Strategies","left","rope","right"
"CC-SVM x DBR-XGB",0.26,0.05,0.68
"CC-SVM x EBR-SVM",0.01,0,0.99
"CC-SVM x EBR-SVMt",0.03,0,0.97
"CC-SVM x EBR-XGB",0,0,1
"CC-SVM x ECC-SVM",0,0,0.99
"CC-SVM x ECC-SVMt",0.04,0,0.96
"CC-SVM x ECC-XGB",0,0,1
"CC-SVM x MBR-SVM",0,1,0
"CC-SVM x MBR-SVMt",0.05,0.74,0.21
"CC-SVM x MBR-XGB",0.17,0.01,0.83
"CC-SVM x NS-SVM",0,1,0
"CC-SVM x NS-SVMt",0.07,0.78,0.14
"CC-SVM x NS-XGB",0.43,0.02,0.55
"CC-SVM x PruDent-SVM",0,1,0
"CC-SVM x PruDent-SVMt",0.05,0.89,0.06
"CC-SVM x PruDent-XGB",0.17,0.01,0.82
"CC-SVM x RDBR-SVM",0,1,0
"CC-SVM x RDBR-SVMt",0.07,0.42,0.51
"CC-SVM x RDBR-XGB",0.23,0.08,0.69
"CC-SVMt x BR-XGB",0.47,0.27,0.25
"CC-SVMt x BR+-XGB",0.3,0.53,0.17
"CC-SVMt x CC-XGB",0.61,0.25,0.14
"CC-SVMt x DBR-SVMt",0,0.9,0.09
"CC-SVMt x DBR-XGB",0.37,0.28,0.35
"CC-SVMt x EBR-SVMt",0.03,0.01,0.96
"CC-SVMt x EBR-XGB",0,0,1
"CC-SVMt x ECC-SVMt",0.04,0.01,0.95
"CC-SVMt x ECC-XGB",0,0,1
"CC-SVMt x MBR-SVMt",0,0.99,0.01
"CC-SVMt x MBR-XGB",0.36,0.35,0.28
"CC-SVMt x NS-SVMt",0,1,0
"CC-SVMt x NS-XGB",0.56,0.36,0.08
"CC-SVMt x PruDent-SVMt",0,1,0
"CC-SVMt x PruDent-XGB",0.38,0.31,0.32
"CC-SVMt x RDBR-SVMt",0,0.77,0.23
"CC-SVMt x RDBR-XGB",0.31,0.34,0.35
"CC-XGB x DBR-XGB",0.01,0.74,0.25
"CC-XGB x EBR-XGB",0,0,1
"CC-XGB x ECC-XGB",0,0,1
"CC-XGB x MBR-XGB",0,0.76,0.24
"CC-XGB x NS-XGB",0,1,0
"CC-XGB x PruDent-XGB",0.01,0.72,0.27
"CC-XGB x RDBR-XGB",0,0.97,0.03
"DBR-C5.0 x BR-LR",0,0,1
"DBR-C5.0 x BR-RF",0,0,1
"DBR-C5.0 x BR-SVM",0,0,1
"DBR-C5.0 x BR-SVMt",0,0,1
"DBR-C5.0 x BR-XGB",0,0,1
"DBR-C5.0 x BR+-LR",0,0,1
"DBR-C5.0 x BR+-RF",0,0,1
"DBR-C5.0 x BR+-SVM",0,0,1
"DBR-C5.0 x BR+-SVMt",0,0,1
"DBR-C5.0 x BR+-XGB",0,0,1
"DBR-C5.0 x CC-LR",0,0,1
"DBR-C5.0 x CC-RF",0,0,1
"DBR-C5.0 x CC-SVM",0,0,1
"DBR-C5.0 x CC-SVMt",0,0,1
"DBR-C5.0 x CC-XGB",0,0,1
"DBR-C5.0 x DBR-LR",0,0,1
"DBR-C5.0 x DBR-RF",0,0,1
"DBR-C5.0 x DBR-SVM",0,0,1
"DBR-C5.0 x DBR-SVMt",0,0,1
"DBR-C5.0 x DBR-XGB",0,0,1
"DBR-C5.0 x EBR-C5.0",0,0,1
"DBR-C5.0 x EBR-LR",0,0,1
"DBR-C5.0 x EBR-RF",0,0,1
"DBR-C5.0 x EBR-SVM",0,0,1
"DBR-C5.0 x EBR-SVMt",0,0,1
"DBR-C5.0 x EBR-XGB",0,0,1
"DBR-C5.0 x ECC-C5.0",0,0,1
"DBR-C5.0 x ECC-LR",0,0,1
"DBR-C5.0 x ECC-RF",0,0,1
"DBR-C5.0 x ECC-SVM",0,0,1
"DBR-C5.0 x ECC-SVMt",0,0,1
"DBR-C5.0 x ECC-XGB",0,0,1
"DBR-C5.0 x MBR-C5.0",0,0.7,0.3
"DBR-C5.0 x MBR-LR",0,0,1
"DBR-C5.0 x MBR-RF",0,0,1
"DBR-C5.0 x MBR-SVM",0,0,1
"DBR-C5.0 x MBR-SVMt",0,0,1
"DBR-C5.0 x MBR-XGB",0,0,1
"DBR-C5.0 x NS-C5.0",0,0.89,0.11
"DBR-C5.0 x NS-LR",0,0,1
"DBR-C5.0 x NS-RF",0,0,1
"DBR-C5.0 x NS-SVM",0,0,1
"DBR-C5.0 x NS-SVMt",0,0,1
"DBR-C5.0 x NS-XGB",0,0,1
"DBR-C5.0 x PruDent-C5.0",0,0.61,0.39
"DBR-C5.0 x PruDent-LR",0,0,1
"DBR-C5.0 x PruDent-RF",0,0,1
"DBR-C5.0 x PruDent-SVM",0,0,1
"DBR-C5.0 x PruDent-SVMt",0,0,1
"DBR-C5.0 x PruDent-XGB",0,0,1
"DBR-C5.0 x RDBR-C5.0",0,1,0
"DBR-C5.0 x RDBR-LR",0,0,1
"DBR-C5.0 x RDBR-RF",0,0,1
"DBR-C5.0 x RDBR-SVM",0,0,1
"DBR-C5.0 x RDBR-SVMt",0,0,1
"DBR-C5.0 x RDBR-XGB",0,0,1
"DBR-LR x BR-RF",0.29,0,0.7
"DBR-LR x BR-SVM",0.01,0.98,0
"DBR-LR x BR-SVMt",0.36,0.41,0.23
"DBR-LR x BR-XGB",0.22,0,0.78
"DBR-LR x BR+-RF",0.39,0,0.61
"DBR-LR x BR+-SVM",0,1,0
"DBR-LR x BR+-SVMt",0.16,0.4,0.45
"DBR-LR x BR+-XGB",0.26,0.01,0.73
"DBR-LR x CC-RF",0.34,0,0.66
"DBR-LR x CC-SVM",0,1,0
"DBR-LR x CC-SVMt",0.24,0.39,0.37
"DBR-LR x CC-XGB",0.53,0,0.47
"DBR-LR x DBR-RF",0.37,0,0.63
"DBR-LR x DBR-SVM",0,1,0
"DBR-LR x DBR-SVMt",0.22,0.33,0.45
"DBR-LR x DBR-XGB",0.27,0,0.72
"DBR-LR x EBR-LR",0.34,0.04,0.62
"DBR-LR x EBR-RF",0,0,1
"DBR-LR x EBR-SVM",0.01,0.01,0.98
"DBR-LR x EBR-SVMt",0.05,0,0.95
"DBR-LR x EBR-XGB",0,0,1
"DBR-LR x ECC-LR",0.32,0.02,0.66
"DBR-LR x ECC-RF",0.01,0,0.99
"DBR-LR x ECC-SVM",0.02,0.01,0.97
"DBR-LR x ECC-SVMt",0.08,0,0.92
"DBR-LR x ECC-XGB",0,0,1
"DBR-LR x MBR-LR",0.01,0.92,0.07
"DBR-LR x MBR-RF",0.28,0,0.72
"DBR-LR x MBR-SVM",0,0.99,0
"DBR-LR x MBR-SVMt",0.11,0.62,0.27
"DBR-LR x MBR-XGB",0.2,0,0.8
"DBR-LR x NS-LR",0.02,0.98,0
"DBR-LR x NS-RF",0.31,0,0.69
"DBR-LR x NS-SVM",0,1,0
"DBR-LR x NS-SVMt",0.3,0.34,0.37
"DBR-LR x NS-XGB",0.41,0,0.59
"DBR-LR x PruDent-LR",0,1,0
"DBR-LR x PruDent-RF",0.26,0,0.73
"DBR-LR x PruDent-SVM",0,1,0
"DBR-LR x PruDent-SVMt",0.11,0.76,0.13
"DBR-LR x PruDent-XGB",0.19,0,0.81
"DBR-LR x RDBR-LR",0,1,0
"DBR-LR x RDBR-RF",0.42,0,0.57
"DBR-LR x RDBR-SVM",0,1,0
"DBR-LR x RDBR-SVMt",0.14,0.23,0.63
"DBR-LR x RDBR-XGB",0.26,0.01,0.74
"DBR-RF x BR-SVM",0.71,0.02,0.27
"DBR-RF x BR-SVMt",0.33,0.08,0.59
"DBR-RF x BR-XGB",0.19,0.2,0.62
"DBR-RF x BR+-SVM",0.57,0,0.43
"DBR-RF x BR+-SVMt",0.12,0.02,0.86
"DBR-RF x BR+-XGB",0.22,0.17,0.61
"DBR-RF x CC-SVM",0.71,0,0.29
"DBR-RF x CC-SVMt",0.18,0.06,0.75
"DBR-RF x CC-XGB",0.6,0.01,0.38
"DBR-RF x DBR-SVM",0.61,0,0.39
"DBR-RF x DBR-SVMt",0.15,0.01,0.84
"DBR-RF x DBR-XGB",0.21,0.18,0.62
"DBR-RF x EBR-RF",0,0,1
"DBR-RF x EBR-SVM",0.15,0,0.85
"DBR-RF x EBR-SVMt",0.09,0.02,0.9
"DBR-RF x EBR-XGB",0,0,1
"DBR-RF x ECC-RF",0,0,1
"DBR-RF x ECC-SVM",0.15,0,0.85
"DBR-RF x ECC-SVMt",0.1,0.01,0.89
"DBR-RF x ECC-XGB",0,0,1
"DBR-RF x MBR-RF",0,1,0
"DBR-RF x MBR-SVM",0.57,0.02,0.42
"DBR-RF x MBR-SVMt",0.34,0.01,0.66
"DBR-RF x MBR-XGB",0.13,0.14,0.72
"DBR-RF x NS-RF",0,1,0
"DBR-RF x NS-SVM",0.64,0.02,0.34
"DBR-RF x NS-SVMt",0.34,0.06,0.6
"DBR-RF x NS-XGB",0.41,0.09,0.5
"DBR-RF x PruDent-RF",0,1,0
"DBR-RF x PruDent-SVM",0.7,0.02,0.28
"DBR-RF x PruDent-SVMt",0.23,0.05,0.72
"DBR-RF x PruDent-XGB",0.14,0.21,0.65
"DBR-RF x RDBR-RF",0,1,0
"DBR-RF x RDBR-SVM",0.54,0,0.45
"DBR-RF x RDBR-SVMt",0.07,0,0.92
"DBR-RF x RDBR-XGB",0.21,0.12,0.67
"DBR-SVM x BR-SVMt",0.37,0.44,0.19
"DBR-SVM x BR-XGB",0.23,0,0.77
"DBR-SVM x BR+-SVMt",0.18,0.36,0.46
"DBR-SVM x BR+-XGB",0.3,0.01,0.69
"DBR-SVM x CC-SVMt",0.26,0.4,0.35
"DBR-SVM x CC-XGB",0.55,0,0.45
"DBR-SVM x DBR-SVMt",0.25,0.31,0.44
"DBR-SVM x DBR-XGB",0.3,0,0.7
"DBR-SVM x EBR-SVM",0.02,0.01,0.98
"DBR-SVM x EBR-SVMt",0.06,0,0.94
"DBR-SVM x EBR-XGB",0,0,1
"DBR-SVM x ECC-SVM",0.02,0.01,0.97
"DBR-SVM x ECC-SVMt",0.08,0,0.92
"DBR-SVM x ECC-XGB",0,0,1
"DBR-SVM x MBR-SVM",0.01,0.99,0
"DBR-SVM x MBR-SVMt",0.14,0.62,0.24
"DBR-SVM x MBR-XGB",0.22,0,0.78
"DBR-SVM x NS-SVM",0,1,0
"DBR-SVM x NS-SVMt",0.3,0.36,0.34
"DBR-SVM x NS-XGB",0.44,0,0.56
"DBR-SVM x PruDent-SVM",0,1,0
"DBR-SVM x PruDent-SVMt",0.12,0.79,0.09
"DBR-SVM x PruDent-XGB",0.22,0,0.78
"DBR-SVM x RDBR-SVM",0,1,0
"DBR-SVM x RDBR-SVMt",0.16,0.21,0.63
"DBR-SVM x RDBR-XGB",0.26,0,0.73
"DBR-SVMt x BR-XGB",0.7,0.03,0.26
"DBR-SVMt x BR+-XGB",0.62,0.17,0.22
"DBR-SVMt x CC-XGB",0.81,0.02,0.17
"DBR-SVMt x DBR-XGB",0.64,0.08,0.28
"DBR-SVMt x EBR-SVMt",0.09,0.08,0.83
"DBR-SVMt x EBR-XGB",0,0,1
"DBR-SVMt x ECC-SVMt",0.08,0.03,0.89
"DBR-SVMt x ECC-XGB",0,0,1
"DBR-SVMt x MBR-SVMt",0.16,0.8,0.04
"DBR-SVMt x MBR-XGB",0.66,0.07,0.27
"DBR-SVMt x NS-SVMt",0.25,0.75,0
"DBR-SVMt x NS-XGB",0.84,0.03,0.13
"DBR-SVMt x PruDent-SVMt",0.17,0.83,0
"DBR-SVMt x PruDent-XGB",0.63,0.05,0.32
"DBR-SVMt x RDBR-SVMt",0,1,0
"DBR-SVMt x RDBR-XGB",0.56,0.09,0.35
"DBR-XGB x EBR-XGB",0,0,1
"DBR-XGB x ECC-XGB",0,0,1
"DBR-XGB x MBR-XGB",0,1,0
"DBR-XGB x NS-XGB",0.02,0.98,0
"DBR-XGB x PruDent-XGB",0,1,0
"DBR-XGB x RDBR-XGB",0,1,0
"EBR-C5.0 x BR-LR",0.45,0,0.55
"EBR-C5.0 x BR-RF",0.22,0,0.78
"EBR-C5.0 x BR-SVM",0.42,0,0.58
"EBR-C5.0 x BR-SVMt",0.52,0,0.48
"EBR-C5.0 x BR-XGB",0.09,0,0.91
"EBR-C5.0 x BR+-LR",0.36,0,0.64
"EBR-C5.0 x BR+-RF",0.23,0,0.77
"EBR-C5.0 x BR+-SVM",0.32,0,0.68
"EBR-C5.0 x BR+-SVMt",0.27,0,0.72
"EBR-C5.0 x BR+-XGB",0.08,0,0.92
"EBR-C5.0 x CC-LR",0.4,0,0.6
"EBR-C5.0 x CC-RF",0.21,0,0.79
"EBR-C5.0 x CC-SVM",0.4,0,0.6
"EBR-C5.0 x CC-SVMt",0.46,0,0.54
"EBR-C5.0 x CC-XGB",0.16,0.04,0.8
"EBR-C5.0 x DBR-LR",0.37,0,0.63
"EBR-C5.0 x DBR-RF",0.26,0,0.74
"EBR-C5.0 x DBR-SVM",0.35,0,0.65
"EBR-C5.0 x DBR-SVMt",0.3,0,0.7
"EBR-C5.0 x DBR-XGB",0.1,0,0.9
"EBR-C5.0 x EBR-LR",0.26,0,0.74
"EBR-C5.0 x EBR-RF",0,0,1
"EBR-C5.0 x EBR-SVM",0.06,0,0.94
"EBR-C5.0 x EBR-SVMt",0.04,0,0.95
"EBR-C5.0 x EBR-XGB",0,0,1
"EBR-C5.0 x ECC-C5.0",0,1,0
"EBR-C5.0 x ECC-LR",0.28,0,0.72
"EBR-C5.0 x ECC-RF",0,0,1
"EBR-C5.0 x ECC-SVM",0.05,0,0.95
"EBR-C5.0 x ECC-SVMt",0.03,0,0.97
"EBR-C5.0 x ECC-XGB",0,0,1
"EBR-C5.0 x MBR-C5.0",1,0,0
"EBR-C5.0 x MBR-LR",0.28,0,0.72
"EBR-C5.0 x MBR-RF",0.23,0,0.77
"EBR-C5.0 x MBR-SVM",0.34,0,0.66
"EBR-C5.0 x MBR-SVMt",0.52,0,0.48
"EBR-C5.0 x MBR-XGB",0.07,0,0.93
"EBR-C5.0 x NS-C5.0",1,0,0
"EBR-C5.0 x NS-LR",0.46,0,0.54
"EBR-C5.0 x NS-RF",0.21,0,0.79
"EBR-C5.0 x NS-SVM",0.41,0,0.59
"EBR-C5.0 x NS-SVMt",0.56,0,0.44
"EBR-C5.0 x NS-XGB",0.14,0.02,0.85
"EBR-C5.0 x PruDent-C5.0",1,0,0
"EBR-C5.0 x PruDent-LR",0.39,0,0.61
"EBR-C5.0 x PruDent-RF",0.21,0,0.79
"EBR-C5.0 x PruDent-SVM",0.43,0,0.57
"EBR-C5.0 x PruDent-SVMt",0.42,0,0.57
"EBR-C5.0 x PruDent-XGB",0.07,0,0.92
"EBR-C5.0 x RDBR-C5.0",1,0,0
"EBR-C5.0 x RDBR-LR",0.34,0,0.66
"EBR-C5.0 x RDBR-RF",0.25,0,0.75
"EBR-C5.0 x RDBR-SVM",0.32,0,0.68
"EBR-C5.0 x RDBR-SVMt",0.17,0,0.83
"EBR-C5.0 x RDBR-XGB",0.06,0,0.94
"EBR-LR x BR-RF",0.39,0,0.61
"EBR-LR x BR-SVM",0.72,0.01,0.27
"EBR-LR x BR-SVMt",0.64,0,0.36
"EBR-LR x BR-XGB",0.36,0,0.64
"EBR-LR x BR+-RF",0.45,0.01,0.53
"EBR-LR x BR+-SVM",0.59,0.05,0.36
"EBR-LR x BR+-SVMt",0.47,0.02,0.51
"EBR-LR x BR+-XGB",0.44,0,0.56
"EBR-LR x CC-RF",0.42,0,0.58
"EBR-LR x CC-SVM",0.75,0.03,0.22
"EBR-LR x CC-SVMt",0.59,0,0.41
"EBR-LR x CC-XGB",0.64,0,0.36
"EBR-LR x DBR-RF",0.44,0,0.56
"EBR-LR x DBR-SVM",0.62,0.04,0.35
"EBR-LR x DBR-SVMt",0.48,0.01,0.52
"EBR-LR x DBR-XGB",0.39,0,0.6
"EBR-LR x EBR-RF",0,0,0.99
"EBR-LR x EBR-SVM",0,0.37,0.63
"EBR-LR x EBR-SVMt",0.07,0.15,0.78
"EBR-LR x EBR-XGB",0,0,1
"EBR-LR x ECC-LR",0,1,0
"EBR-LR x ECC-RF",0,0,1
"EBR-LR x ECC-SVM",0,0.29,0.71
"EBR-LR x ECC-SVMt",0.08,0.16,0.77
"EBR-LR x ECC-XGB",0,0,1
"EBR-LR x MBR-LR",0.62,0,0.38
"EBR-LR x MBR-RF",0.37,0,0.63
"EBR-LR x MBR-SVM",0.67,0.01,0.32
"EBR-LR x MBR-SVMt",0.8,0,0.2
"EBR-LR x MBR-XGB",0.34,0,0.66
"EBR-LR x NS-LR",0.7,0.07,0.23
"EBR-LR x NS-RF",0.4,0,0.59
"EBR-LR x NS-SVM",0.65,0.03,0.32
"EBR-LR x NS-SVMt",0.64,0,0.36
"EBR-LR x NS-XGB",0.53,0,0.46
"EBR-LR x PruDent-LR",0.68,0.02,0.3
"EBR-LR x PruDent-RF",0.36,0,0.64
"EBR-LR x PruDent-SVM",0.71,0.04,0.25
"EBR-LR x PruDent-SVMt",0.57,0,0.43
"EBR-LR x PruDent-XGB",0.34,0,0.66
"EBR-LR x RDBR-LR",0.6,0.05,0.35
"EBR-LR x RDBR-RF",0.47,0.01,0.52
"EBR-LR x RDBR-SVM",0.6,0.04,0.36
"EBR-LR x RDBR-SVMt",0.41,0.01,0.58
"EBR-LR x RDBR-XGB",0.4,0,0.59
"EBR-RF x BR-SVM",1,0,0
"EBR-RF x BR-SVMt",0.98,0,0.02
"EBR-RF x BR-XGB",0.99,0,0.01
"EBR-RF x BR+-SVM",1,0,0
"EBR-RF x BR+-SVMt",0.96,0,0.04
"EBR-RF x BR+-XGB",0.99,0,0.01
"EBR-RF x CC-SVM",1,0,0
"EBR-RF x CC-SVMt",0.98,0,0.02
"EBR-RF x CC-XGB",1,0,0
"EBR-RF x DBR-SVM",0.99,0,0.01
"EBR-RF x DBR-SVMt",0.96,0,0.04
"EBR-RF x DBR-XGB",0.99,0,0.01
"EBR-RF x EBR-SVM",0.87,0.08,0.04
"EBR-RF x EBR-SVMt",0.68,0.18,0.14
"EBR-RF x EBR-XGB",0.04,0.03,0.93
"EBR-RF x ECC-RF",0,1,0
"EBR-RF x ECC-SVM",0.75,0.18,0.08
"EBR-RF x ECC-SVMt",0.34,0.47,0.19
"EBR-RF x ECC-XGB",0.06,0.02,0.92
"EBR-RF x MBR-RF",1,0,0
"EBR-RF x MBR-SVM",1,0,0
"EBR-RF x MBR-SVMt",0.98,0,0.02
"EBR-RF x MBR-XGB",0.99,0,0.01
"EBR-RF x NS-RF",1,0,0
"EBR-RF x NS-SVM",1,0,0
"EBR-RF x NS-SVMt",0.97,0,0.03
"EBR-RF x NS-XGB",1,0,0
"EBR-RF x PruDent-RF",1,0,0
"EBR-RF x PruDent-SVM",1,0,0
"EBR-RF x PruDent-SVMt",0.97,0,0.03
"EBR-RF x PruDent-XGB",0.99,0,0.01
"EBR-RF x RDBR-RF",1,0,0
"EBR-RF x RDBR-SVM",0.99,0,0.01
"EBR-RF x RDBR-SVMt",0.93,0,0.07
"EBR-RF x RDBR-XGB",0.99,0,0.01
"EBR-SVM x BR-SVMt",0.88,0,0.12
"EBR-SVM x BR-XGB",0.86,0,0.14
"EBR-SVM x BR+-SVMt",0.76,0.06,0.18
"EBR-SVM x BR+-XGB",0.91,0.01,0.09
"EBR-SVM x CC-SVMt",0.86,0,0.13
"EBR-SVM x CC-XGB",0.94,0,0.06
"EBR-SVM x DBR-SVMt",0.75,0.02,0.23
"EBR-SVM x DBR-XGB",0.88,0.01,0.1
"EBR-SVM x EBR-SVMt",0,1,0
"EBR-SVM x EBR-XGB",0.01,0.05,0.94
"EBR-SVM x ECC-SVM",0,1,0
"EBR-SVM x ECC-SVMt",0.06,0.87,0.07
"EBR-SVM x ECC-XGB",0.02,0.04,0.94
"EBR-SVM x MBR-SVM",0.98,0.01,0.01
"EBR-SVM x MBR-SVMt",0.98,0,0.02
"EBR-SVM x MBR-XGB",0.84,0,0.16
"EBR-SVM x NS-SVM",0.96,0.03,0.01
"EBR-SVM x NS-SVMt",0.87,0.01,0.12
"EBR-SVM x NS-XGB",0.96,0,0.04
"EBR-SVM x PruDent-SVM",0.98,0.01,0.01
"EBR-SVM x PruDent-SVMt",0.83,0,0.16
"EBR-SVM x PruDent-XGB",0.81,0.01,0.18
"EBR-SVM x RDBR-SVM",0.98,0.01,0.02
"EBR-SVM x RDBR-SVMt",0.74,0.04,0.22
"EBR-SVM x RDBR-XGB",0.9,0.01,0.1
"EBR-SVMt x BR-XGB",0.93,0.01,0.07
"EBR-SVMt x BR+-XGB",0.91,0.01,0.08
"EBR-SVMt x CC-XGB",0.94,0,0.06
"EBR-SVMt x DBR-XGB",0.88,0,0.11
"EBR-SVMt x EBR-XGB",0.01,0.07,0.92
"EBR-SVMt x ECC-SVMt",0,0.99,0
"EBR-SVMt x ECC-XGB",0.01,0.05,0.94
"EBR-SVMt x MBR-SVMt",0.98,0,0.02
"EBR-SVMt x MBR-XGB",0.92,0,0.07
"EBR-SVMt x NS-SVMt",0.92,0.05,0.03
"EBR-SVMt x NS-XGB",0.96,0,0.04
"EBR-SVMt x PruDent-SVMt",0.92,0.03,0.05
"EBR-SVMt x PruDent-XGB",0.87,0.01,0.12
"EBR-SVMt x RDBR-SVMt",0.79,0.13,0.07
"EBR-SVMt x RDBR-XGB",0.89,0,0.1
"EBR-XGB x ECC-XGB",0,1,0
"EBR-XGB x MBR-XGB",1,0,0
"EBR-XGB x NS-XGB",1,0,0
"EBR-XGB x PruDent-XGB",1,0,0
"EBR-XGB x RDBR-XGB",1,0,0
"ECC-C5.0 x BR-LR",0.41,0,0.59
"ECC-C5.0 x BR-RF",0.2,0,0.8
"ECC-C5.0 x BR-SVM",0.41,0,0.59
"ECC-C5.0 x BR-SVMt",0.48,0,0.52
"ECC-C5.0 x BR-XGB",0.07,0,0.92
"ECC-C5.0 x BR+-LR",0.34,0,0.66
"ECC-C5.0 x BR+-RF",0.21,0,0.79
"ECC-C5.0 x BR+-SVM",0.28,0,0.72
"ECC-C5.0 x BR+-SVMt",0.28,0,0.72
"ECC-C5.0 x BR+-XGB",0.07,0,0.93
"ECC-C5.0 x CC-LR",0.37,0,0.63
"ECC-C5.0 x CC-RF",0.2,0,0.8
"ECC-C5.0 x CC-SVM",0.37,0,0.63
"ECC-C5.0 x CC-SVMt",0.46,0,0.54
"ECC-C5.0 x CC-XGB",0.15,0.01,0.84
"ECC-C5.0 x DBR-LR",0.35,0,0.65
"ECC-C5.0 x DBR-RF",0.23,0,0.77
"ECC-C5.0 x DBR-SVM",0.33,0,0.67
"ECC-C5.0 x DBR-SVMt",0.29,0,0.71
"ECC-C5.0 x DBR-XGB",0.07,0,0.93
"ECC-C5.0 x EBR-LR",0.22,0,0.78
"ECC-C5.0 x EBR-RF",0,0,1
"ECC-C5.0 x EBR-SVM",0.07,0,0.93
"ECC-C5.0 x EBR-SVMt",0.06,0,0.94
"ECC-C5.0 x EBR-XGB",0,0,1
"ECC-C5.0 x ECC-LR",0.25,0,0.75
"ECC-C5.0 x ECC-RF",0,0,1
"ECC-C5.0 x ECC-SVM",0.06,0,0.94
"ECC-C5.0 x ECC-SVMt",0.04,0,0.96
"ECC-C5.0 x ECC-XGB",0,0,1
"ECC-C5.0 x MBR-C5.0",1,0,0
"ECC-C5.0 x MBR-LR",0.26,0,0.74
"ECC-C5.0 x MBR-RF",0.2,0,0.8
"ECC-C5.0 x MBR-SVM",0.32,0,0.68
"ECC-C5.0 x MBR-SVMt",0.45,0,0.55
"ECC-C5.0 x MBR-XGB",0.06,0,0.94
"ECC-C5.0 x NS-C5.0",1,0,0
"ECC-C5.0 x NS-LR",0.41,0,0.59
"ECC-C5.0 x NS-RF",0.17,0,0.83
"ECC-C5.0 x NS-SVM",0.37,0,0.63
"ECC-C5.0 x NS-SVMt",0.55,0,0.45
"ECC-C5.0 x NS-XGB",0.1,0,0.9
"ECC-C5.0 x PruDent-C5.0",1,0,0
"ECC-C5.0 x PruDent-LR",0.36,0,0.64
"ECC-C5.0 x PruDent-RF",0.19,0,0.81
"ECC-C5.0 x PruDent-SVM",0.38,0,0.62
"ECC-C5.0 x PruDent-SVMt",0.42,0,0.58
"ECC-C5.0 x PruDent-XGB",0.06,0,0.94
"ECC-C5.0 x RDBR-C5.0",1,0,0
"ECC-C5.0 x RDBR-LR",0.3,0,0.7
"ECC-C5.0 x RDBR-RF",0.21,0,0.79
"ECC-C5.0 x RDBR-SVM",0.28,0,0.72
"ECC-C5.0 x RDBR-SVMt",0.19,0,0.81
"ECC-C5.0 x RDBR-XGB",0.06,0,0.94
"ECC-LR x BR-RF",0.39,0,0.61
"ECC-LR x BR-SVM",0.71,0,0.29
"ECC-LR x BR-SVMt",0.67,0,0.33
"ECC-LR x BR-XGB",0.34,0,0.66
"ECC-LR x BR+-RF",0.45,0.01,0.54
"ECC-LR x BR+-SVM",0.61,0.03,0.36
"ECC-LR x BR+-SVMt",0.51,0.01,0.48
"ECC-LR x BR+-XGB",0.4,0,0.6
"ECC-LR x CC-RF",0.42,0,0.58
"ECC-LR x CC-SVM",0.74,0.01,0.25
"ECC-LR x CC-SVMt",0.65,0,0.35
"ECC-LR x CC-XGB",0.63,0,0.37
"ECC-LR x DBR-RF",0.45,0,0.55
"ECC-LR x DBR-SVM",0.63,0.01,0.36
"ECC-LR x DBR-SVMt",0.52,0,0.48
"ECC-LR x DBR-XGB",0.37,0,0.62
"ECC-LR x EBR-RF",0,0,1
"ECC-LR x EBR-SVM",0,0.17,0.83
"ECC-LR x EBR-SVMt",0.06,0.1,0.84
"ECC-LR x EBR-XGB",0,0,1
"ECC-LR x ECC-RF",0,0,1
"ECC-LR x ECC-SVM",0,0.15,0.85
"ECC-LR x ECC-SVMt",0.07,0.09,0.84
"ECC-LR x ECC-XGB",0,0,1
"ECC-LR x MBR-LR",0.58,0,0.42
"ECC-LR x MBR-RF",0.37,0,0.63
"ECC-LR x MBR-SVM",0.64,0,0.35
"ECC-LR x MBR-SVMt",0.79,0,0.21
"ECC-LR x MBR-XGB",0.32,0,0.68
"ECC-LR x NS-LR",0.72,0.03,0.25
"ECC-LR x NS-RF",0.41,0,0.59
"ECC-LR x NS-SVM",0.67,0.01,0.32
"ECC-LR x NS-SVMt",0.66,0,0.34
"ECC-LR x NS-XGB",0.5,0,0.5
"ECC-LR x PruDent-LR",0.7,0.01,0.3
"ECC-LR x PruDent-RF",0.37,0,0.63
"ECC-LR x PruDent-SVM",0.73,0.01,0.27
"ECC-LR x PruDent-SVMt",0.58,0,0.42
"ECC-LR x PruDent-XGB",0.31,0,0.69
"ECC-LR x RDBR-LR",0.61,0.03,0.36
"ECC-LR x RDBR-RF",0.48,0,0.52
"ECC-LR x RDBR-SVM",0.6,0.02,0.38
"ECC-LR x RDBR-SVMt",0.45,0.01,0.54
"ECC-LR x RDBR-XGB",0.37,0,0.62
"ECC-RF x BR-SVM",1,0,0
"ECC-RF x BR-SVMt",0.99,0,0.01
"ECC-RF x BR-XGB",0.99,0,0.01
"ECC-RF x BR+-SVM",0.99,0,0.01
"ECC-RF x BR+-SVMt",0.98,0,0.02
"ECC-RF x BR+-XGB",1,0,0
"ECC-RF x CC-SVM",1,0,0
"ECC-RF x CC-SVMt",0.98,0,0.02
"ECC-RF x CC-XGB",1,0,0
"ECC-RF x DBR-SVM",1,0,0
"ECC-RF x DBR-SVMt",0.96,0,0.04
"ECC-RF x DBR-XGB",0.99,0,0.01
"ECC-RF x EBR-SVM",0.88,0.09,0.04
"ECC-RF x EBR-SVMt",0.68,0.27,0.06
"ECC-RF x EBR-XGB",0.03,0.14,0.83
"ECC-RF x ECC-SVM",0.67,0.28,0.06
"ECC-RF x ECC-SVMt",0.28,0.64,0.08
"ECC-RF x ECC-XGB",0.06,0.04,0.9
