"Strategies","left","rope","right"
"CC-C5.0 x NS-XGB",0,0,1
"CC-C5.0 x PruDent-C5.0",0.02,0.52,0.46
"CC-C5.0 x PruDent-LR",0,0,1
"CC-C5.0 x PruDent-RF",0,0,1
"CC-C5.0 x PruDent-SVM",0,0,1
"CC-C5.0 x PruDent-SVMt",0,0,1
"CC-C5.0 x PruDent-XGB",0,0,1
"CC-C5.0 x RDBR-C5.0",0,1,0
"CC-C5.0 x RDBR-LR",0,0,1
"CC-C5.0 x RDBR-RF",0,0,1
"CC-C5.0 x RDBR-SVM",0,0,1
"CC-C5.0 x RDBR-SVMt",0,0,1
"CC-C5.0 x RDBR-XGB",0,0,1
"CC-LR x BR-RF",0.09,0,0.91
"CC-LR x BR-SVM",0.13,0.16,0.71
"CC-LR x BR-SVMt",0.35,0.12,0.53
"CC-LR x BR-XGB",0.11,0,0.89
"CC-LR x BR+-RF",0.06,0,0.94
"CC-LR x BR+-SVM",0.03,0.97,0
"CC-LR x BR+-SVMt",0.18,0.25,0.57
"CC-LR x BR+-XGB",0.21,0,0.79
"CC-LR x CC-RF",0.11,0,0.89
"CC-LR x CC-SVM",0,1,0
"CC-LR x CC-SVMt",0.03,0.57,0.4
"CC-LR x CC-XGB",0.09,0,0.91
"CC-LR x DBR-LR",0.08,0.92,0
"CC-LR x DBR-RF",0.07,0,0.93
"CC-LR x DBR-SVM",0.09,0.9,0
"CC-LR x DBR-SVMt",0.16,0.22,0.62
"CC-LR x DBR-XGB",0.25,0,0.75
"CC-LR x EBR-LR",1,0,0
"CC-LR x EBR-RF",0.25,0,0.75
"CC-LR x EBR-SVM",0.99,0,0.01
"CC-LR x EBR-SVMt",0.64,0,0.36
"CC-LR x EBR-XGB",0.33,0,0.67
"CC-LR x ECC-LR",1,0,0
"CC-LR x ECC-RF",0.25,0,0.75
"CC-LR x ECC-SVM",0.98,0,0.02
"CC-LR x ECC-SVMt",0.69,0,0.31
"CC-LR x ECC-XGB",0.22,0,0.78
"CC-LR x MBR-LR",0.04,0.19,0.77
"CC-LR x MBR-RF",0.08,0,0.92
"CC-LR x MBR-SVM",0.06,0.36,0.58
"CC-LR x MBR-SVMt",0.09,0.58,0.33
"CC-LR x MBR-XGB",0.11,0,0.89
"CC-LR x NS-LR",0.08,0.52,0.39
"CC-LR x NS-RF",0.08,0,0.92
"CC-LR x NS-SVM",0.02,0.47,0.51
"CC-LR x NS-SVMt",0.12,0.28,0.6
"CC-LR x NS-XGB",0.17,0,0.83
"CC-LR x PruDent-LR",0.06,0.08,0.86
"CC-LR x PruDent-RF",0.07,0,0.93
"CC-LR x PruDent-SVM",0.14,0.66,0.2
"CC-LR x PruDent-SVMt",0.4,0.19,0.42
"CC-LR x PruDent-XGB",0.11,0,0.89
"CC-LR x RDBR-LR",0,1,0
"CC-LR x RDBR-RF",0.05,0,0.95
"CC-LR x RDBR-SVM",0,1,0
"CC-LR x RDBR-SVMt",0.22,0.1,0.68
"CC-LR x RDBR-XGB",0.13,0,0.87
"CC-RF x BR-SVM",0.84,0,0.16
"CC-RF x BR-SVMt",0.87,0,0.13
"CC-RF x BR-XGB",0.68,0,0.32
"CC-RF x BR+-SVM",0.9,0,0.1
"CC-RF x BR+-SVMt",0.83,0,0.17
"CC-RF x BR+-XGB",0.85,0,0.15
"CC-RF x CC-SVM",0.85,0,0.15
"CC-RF x CC-SVMt",0.8,0,0.2
"CC-RF x CC-XGB",0.66,0,0.34
"CC-RF x DBR-RF",0,1,0
"CC-RF x DBR-SVM",0.91,0,0.09
"CC-RF x DBR-SVMt",0.83,0,0.17
"CC-RF x DBR-XGB",0.86,0,0.14
"CC-RF x EBR-RF",0.97,0,0.03
"CC-RF x EBR-SVM",0.98,0,0.02
"CC-RF x EBR-SVMt",0.9,0,0.1
"CC-RF x EBR-XGB",0.93,0,0.07
"CC-RF x ECC-RF",0.97,0,0.03
"CC-RF x ECC-SVM",0.99,0,0.01
"CC-RF x ECC-SVMt",0.88,0,0.12
"CC-RF x ECC-XGB",0.88,0,0.12
"CC-RF x MBR-RF",0,0.8,0.2
"CC-RF x MBR-SVM",0.83,0,0.17
"CC-RF x MBR-SVMt",0.5,0,0.5
"CC-RF x MBR-XGB",0.7,0,0.3
"CC-RF x NS-RF",0,1,0
"CC-RF x NS-SVM",0.88,0,0.12
"CC-RF x NS-SVMt",0.88,0,0.12
"CC-RF x NS-XGB",0.75,0,0.25
"CC-RF x PruDent-RF",0,0.91,0.09
"CC-RF x PruDent-SVM",0.91,0,0.09
"CC-RF x PruDent-SVMt",0.84,0,0.16
"CC-RF x PruDent-XGB",0.68,0,0.32
"CC-RF x RDBR-RF",0,1,0
"CC-RF x RDBR-SVM",0.89,0,0.11
"CC-RF x RDBR-SVMt",0.78,0,0.22
"CC-RF x RDBR-XGB",0.78,0,0.22
"CC-SVM x BR-SVMt",0.43,0.14,0.42
"CC-SVM x BR-XGB",0.18,0,0.82
