"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR-XGB",0.7073,0.7258,0.7756,0.6805,0.7264,0.7848,0.7294,0.7166,0.7727,0.6923
"BR+-XGB",0.7145,0.7373,0.7896,0.6714,0.7292,0.7746,0.7256,0.7067,0.7813,0.6921
"CC-XGB",0.7124,0.7276,0.7756,0.6817,0.7424,0.7735,0.7385,0.7182,0.7836,0.6868
"DBR-XGB",0.715,0.7366,0.7876,0.6785,0.7237,0.776,0.7242,0.7056,0.7799,0.6969
"EBR-XGB",0.6998,0.6977,0.7729,0.7378,0.7212,0.7825,0.7807,0.7307,0.7731,0.7934
"ECC-XGB",0.8173,0.7321,0.7943,0.7249,0.7288,0.7787,0.8223,0.7248,0.7527,0.7476
"MBR-XGB",0.7073,0.7258,0.7756,0.6805,0.7264,0.7848,0.7294,0.7166,0.7727,0.6923
"NS-XGB",0.7373,0.7337,0.7766,0.6927,0.7365,0.7848,0.7585,0.7227,0.7941,0.6827
"PruDent-XGB",0.7073,0.7258,0.7756,0.6805,0.7264,0.7848,0.7294,0.7166,0.7727,0.6923
"RDBR-XGB",0.7115,0.7317,0.7829,0.6691,0.7249,0.7836,0.74,0.7141,0.7775,0.691
