"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR-XGB",0.092,0.0886,0.0896,0.0959,0.099,0.0841,0.0853,0.1048,0.0932,0.0916
"BR+-XGB",0.0912,0.1013,0.094,0.1007,0.1044,0.0907,0.0919,0.1115,0.0972,0.094
"CC-XGB",0.0896,0.0971,0.0925,0.096,0.103,0.0865,0.0923,0.1072,0.0939,0.0897
"DBR-XGB",0.0882,0.0945,0.0925,0.0956,0.0996,0.0838,0.09,0.1074,0.095,0.0903
"EBR-XGB",0.1565,0.173,0.1657,0.1697,0.1792,0.1588,0.1605,0.1702,0.1672,0.1595
"ECC-XGB",0.1661,0.1772,0.1672,0.1756,0.1834,0.1641,0.1702,0.1809,0.1798,0.169
"MBR-XGB",0.092,0.0886,0.0896,0.0959,0.099,0.0841,0.0853,0.1048,0.0932,0.0916
"NS-XGB",0.0907,0.0976,0.092,0.0964,0.105,0.0866,0.0926,0.1063,0.0953,0.0893
"PruDent-XGB",0.0907,0.0901,0.0942,0.0967,0.0992,0.0862,0.0902,0.1051,0.0936,0.0946
"RDBR-XGB",0.0936,0.1051,0.0911,0.1014,0.1134,0.0938,0.101,0.1103,0.0945,0.0964
