"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR-XGB",0.1322,0.1521,0.1276,0.1444,0.1401,0.136,0.139,0.1392,0.142,0.1489
"BR+-XGB",0.1429,0.1458,0.1297,0.1529,0.1444,0.1423,0.1473,0.1456,0.1441,0.1383
"CC-XGB",0.1365,0.1708,0.1276,0.1592,0.1444,0.1548,0.1515,0.1478,0.142,0.1596
"DBR-XGB",0.1429,0.1479,0.136,0.1529,0.1507,0.1464,0.1452,0.1499,0.1482,0.134
"EBR-XGB",0.1343,0.1521,0.1234,0.1401,0.1338,0.1339,0.11,0.137,0.1336,0.1383
"ECC-XGB",0.1407,0.1271,0.1192,0.1486,0.1338,0.1381,0.1183,0.1478,0.1357,0.1532
"MBR-XGB",0.1535,0.1604,0.1423,0.1571,0.1635,0.1423,0.1618,0.1585,0.1587,0.1681
"NS-XGB",0.1322,0.1708,0.1255,0.1656,0.1444,0.159,0.1515,0.152,0.1399,0.1617
"PruDent-XGB",0.1322,0.1521,0.1276,0.1444,0.1401,0.136,0.139,0.1392,0.142,0.1489
"RDBR-XGB",0.1407,0.1479,0.1297,0.155,0.1423,0.136,0.1411,0.1456,0.1461,0.1383
