"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR-XGB",0.4409,0.4468,0.4554,0.4373,0.4533,0.4652,0.4463,0.4524,0.4466,0.4358
"BR+-XGB",0.4462,0.4785,0.4635,0.4458,0.4543,0.4953,0.4552,0.5004,0.451,0.4948
"CC-XGB",0.4997,0.4735,0.5006,0.4914,0.4951,0.5434,0.4839,0.5413,0.4765,0.4727
"DBR-XGB",0.4442,0.4714,0.4612,0.4468,0.4492,0.4988,0.4557,0.4674,0.4488,0.4908
"EBR-XGB",0.4587,0.4436,0.4513,0.4281,0.471,0.4736,0.4634,0.4717,0.4466,0.4328
"ECC-XGB",0.4339,0.4057,0.4209,0.4971,0.4725,0.4573,0.4312,0.4806,0.423,0.518
"MBR-XGB",0.4451,0.4452,0.4551,0.4432,0.4573,0.465,0.445,0.4534,0.4447,0.4406
"NS-XGB",0.4419,0.4488,0.4548,0.4434,0.4508,0.4679,0.4474,0.4405,0.4545,0.4367
"PruDent-XGB",0.4409,0.4468,0.4554,0.4373,0.4533,0.4652,0.4463,0.4524,0.4466,0.4358
"RDBR-XGB",0.4509,0.4814,0.4672,0.4427,0.4542,0.47,0.4579,0.4983,0.452,0.4978
