"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR-XGB",0.0442,0.0444,0.045,0.0452,0.0441,0.0452,0.0437,0.0457,0.044,0.0437
"BR+-XGB",0.0449,0.0439,0.0453,0.0451,0.0449,0.0452,0.0429,0.045,0.0441,0.0429
"CC-XGB",0.0444,0.0438,0.0447,0.0459,0.0442,0.0449,0.0435,0.0446,0.044,0.0428
"DBR-XGB",0.0453,0.0441,0.0452,0.045,0.0447,0.0452,0.0428,0.045,0.044,0.043
"EBR-XGB",0.0468,0.0453,0.0465,0.0486,0.0474,0.0474,0.0468,0.0477,0.0476,0.0462
"ECC-XGB",0.048,0.0475,0.0482,0.0478,0.0482,0.0468,0.0464,0.0475,0.0472,0.0463
"MBR-XGB",0.0442,0.0444,0.045,0.0452,0.0441,0.0452,0.0437,0.0457,0.044,0.0437
"NS-XGB",0.0444,0.0437,0.0447,0.0454,0.0443,0.0448,0.0436,0.0446,0.044,0.0428
"PruDent-XGB",0.0442,0.0444,0.045,0.0452,0.0441,0.0452,0.0437,0.0457,0.044,0.0437
"RDBR-XGB",0.0447,0.0438,0.045,0.0451,0.0449,0.0453,0.043,0.0449,0.0442,0.0429
