"Strategy","1","2","3","4","5","6","7","8","9","10"
"EBR-LR",0.6823,0.6729,0.6841,0.6985,0.6752,0.6109,0.6141,0.6188,0.453,0.5681
"ECC-LR",0.6951,0.6833,0.5711,0.6837,0.6561,0.6632,0.5851,0.6167,0.6117,0.6511
"MBR-LR",0.7377,0.7021,0.7259,0.7219,0.724,0.7071,0.7095,0.7559,0.7098,0.7255
"NS-LR",0.7399,0.7125,0.7427,0.7176,0.7431,0.7176,0.7282,0.7602,0.7328,0.7319
"PruDent-LR",0.7356,0.7062,0.7301,0.7091,0.7282,0.7113,0.7137,0.7473,0.7098,0.7213
"RDBR-LR",0.7356,0.7083,0.7301,0.7219,0.7261,0.7134,0.7178,0.7516,0.7182,0.7362
"BR-RF",0.6631,0.6688,0.6632,0.6645,0.6837,0.6464,0.6639,0.6702,0.6534,0.6915
"BR+-RF",0.6652,0.65,0.6757,0.6518,0.6837,0.6381,0.666,0.6724,0.6493,0.6809
"CC-RF",0.678,0.6625,0.6674,0.6815,0.6667,0.6799,0.6743,0.6959,0.666,0.6894
"DBR-RF",0.661,0.6479,0.6674,0.6603,0.69,0.6485,0.6639,0.6702,0.6493,0.6851
"EBR-RF",0.6247,0.6188,0.6046,0.6115,0.6348,0.5941,0.6037,0.6381,0.6221,0.6383
"ECC-RF",0.6247,0.5729,0.6025,0.5902,0.6178,0.6067,0.583,0.6124,0.618,0.6213
"MBR-RF",0.6738,0.6792,0.6632,0.6348,0.6688,0.6569,0.6784,0.6767,0.6576,0.683
"NS-RF",0.6631,0.675,0.659,0.6709,0.6815,0.6674,0.6618,0.6938,0.6618,0.683
"PruDent-RF",0.6695,0.6875,0.6799,0.6688,0.6858,0.6506,0.6722,0.6895,0.6534,0.6915
"RDBR-RF",0.6695,0.6604,0.6757,0.6539,0.6837,0.6485,0.666,0.6788,0.6555,0.6766
"BR-SVM",0.7335,0.7042,0.7301,0.707,0.7282,0.7113,0.7178,0.7559,0.7182,0.7234
"BR+-SVM",0.7377,0.7167,0.7343,0.7113,0.7346,0.7155,0.7158,0.7602,0.7307,0.734
"CC-SVM",0.742,0.7167,0.7406,0.7155,0.7261,0.7155,0.7241,0.7645,0.7286,0.734
"DBR-SVM",0.7335,0.7167,0.7343,0.7113,0.7282,0.7155,0.7137,0.7602,0.7265,0.734
"EBR-SVM",0.7484,0.7312,0.7301,0.7431,0.7219,0.7469,0.6826,0.7645,0.7223,0.7532
"ECC-SVM",0.7399,0.7312,0.7301,0.7346,0.7346,0.7385,0.7137,0.7602,0.7223,0.7447
"MBR-SVM",0.7356,0.7042,0.7218,0.7219,0.7282,0.7113,0.7199,0.7537,0.7182,0.7277
"NS-SVM",0.7484,0.7125,0.7427,0.7155,0.7367,0.7197,0.7324,0.758,0.7265,0.7362
"PruDent-SVM",0.7335,0.7042,0.728,0.7176,0.724,0.7113,0.7178,0.7537,0.7119,0.7277
"RDBR-SVM",0.7356,0.7167,0.7322,0.7113,0.7325,0.7176,0.7199,0.7602,0.7307,0.734
"BR-SVMt",0.7335,0.7646,0.7615,0.7197,0.7473,0.749,0.7739,0.7388,0.7495,0.7043
"BR+-SVMt",0.7228,0.7562,0.7782,0.7155,0.7282,0.7448,0.7448,0.7752,0.7766,0.7064
"CC-SVMt",0.7335,0.7542,0.7636,0.7113,0.7516,0.751,0.749,0.7623,0.762,0.7064
"DBR-SVMt",0.7399,0.7667,0.7699,0.7282,0.7304,0.7573,0.7759,0.7773,0.7724,0.7021
"EBR-SVMt",0.742,0.7292,0.7741,0.7282,0.7452,0.7594,0.7324,0.7602,0.7244,0.717
"ECC-SVMt",0.6141,0.6708,0.7573,0.7473,0.7601,0.7469,0.7427,0.7837,0.7077,0.734
"MBR-SVMt",0.7164,0.7583,0.7552,0.7431,0.7304,0.7469,0.7552,0.7495,0.7683,0.717
"NS-SVMt",0.7484,0.7562,0.7573,0.7622,0.7707,0.7531,0.7448,0.7794,0.7599,0.717
"PruDent-SVMt",0.7207,0.7688,0.7573,0.7537,0.741,0.751,0.7759,0.7623,0.7495,0.7043
"RDBR-SVMt",0.7527,0.7625,0.7782,0.724,0.7176,0.7406,0.7656,0.7602,0.762,0.7085
"BR-XGB",0.7313,0.7521,0.7594,0.7197,0.741,0.751,0.7344,0.758,0.762,0.7
"BR+-XGB",0.7377,0.7542,0.7678,0.7389,0.7495,0.7552,0.7344,0.7623,0.7766,0.7234
"CC-XGB",0.7377,0.7438,0.7531,0.7304,0.7473,0.7469,0.7324,0.7666,0.7704,0.7064
"DBR-XGB",0.7399,0.75,0.7636,0.7367,0.7452,0.7531,0.7365,0.7602,0.7745,0.7277
"EBR-XGB",0.742,0.7521,0.7573,0.7389,0.7622,0.7615,0.7531,0.7645,0.7704,0.7383
"ECC-XGB",0.7527,0.7667,0.7782,0.7346,0.758,0.7531,0.7593,0.7602,0.7599,0.7383
"MBR-XGB",0.7313,0.7521,0.7594,0.7197,0.741,0.751,0.7344,0.758,0.762,0.7
"NS-XGB",0.7505,0.7521,0.7678,0.7346,0.7537,0.7448,0.7427,0.7537,0.7745,0.7213
"PruDent-XGB",0.7313,0.7521,0.7594,0.7197,0.741,0.751,0.7344,0.758,0.762,0.7
"RDBR-XGB",0.7399,0.7542,0.7678,0.7346,0.7516,0.7636,0.7427,0.7623,0.7745,0.7234
