"Strategy","1","2","3","4","5","6","7","8","9","10"
"DBR-RF",0.0462,0.0467,0.0465,0.0457,0.0469,0.047,0.0468,0.0471,0.0466,0.0468
"EBR-RF",0.05,0.0501,0.0496,0.0494,0.0507,0.0506,0.0504,0.0507,0.0503,0.0499
"ECC-RF",0.0505,0.0505,0.0502,0.0495,0.0508,0.0506,0.0506,0.0511,0.0502,0.0504
"MBR-RF",0.046,0.0463,0.0458,0.0453,0.0462,0.0463,0.0465,0.0465,0.0462,0.0462
"NS-RF",0.046,0.0459,0.0458,0.0453,0.0465,0.0464,0.0462,0.0466,0.0458,0.0462
"PruDent-RF",0.046,0.0462,0.046,0.0454,0.0465,0.0466,0.0465,0.0465,0.0464,0.0463
"RDBR-RF",0.0461,0.0465,0.0465,0.046,0.0471,0.0469,0.0468,0.047,0.0464,0.0465
"BR-SVM",0.0577,0.0579,0.058,0.0576,0.0577,0.0579,0.0579,0.0578,0.0579,0.0577
"BR+-SVM",0.0582,0.0585,0.0587,0.0583,0.0582,0.0588,0.0588,0.0583,0.0587,0.0585
"CC-SVM",0.0577,0.0583,0.0583,0.058,0.0578,0.0581,0.058,0.0577,0.0582,0.0577
"DBR-SVM",0.0584,0.0584,0.0587,0.0584,0.0581,0.0589,0.0588,0.0582,0.0588,0.0583
"EBR-SVM",0.0591,0.0594,0.0595,0.0592,0.0596,0.0593,0.0595,0.0595,0.0594,0.059
"ECC-SVM",0.0583,0.0586,0.0585,0.0586,0.0583,0.0588,0.0587,0.0581,0.0585,0.0583
"MBR-SVM",0.0576,0.058,0.058,0.0576,0.0577,0.0579,0.0578,0.0578,0.0579,0.0577
"NS-SVM",0.0575,0.0579,0.0579,0.0576,0.0576,0.0578,0.0577,0.0576,0.0579,0.0576
"PruDent-SVM",0.0576,0.058,0.058,0.0576,0.0577,0.0579,0.0579,0.0578,0.0579,0.0577
"RDBR-SVM",0.0583,0.0582,0.0589,0.0582,0.058,0.0589,0.0586,0.0581,0.0586,0.0584
"BR-SVMt",0.0496,0.0483,0.0481,0.0528,0.0487,0.0504,0.0532,0.0487,0.0551,0.05
"BR+-SVMt",0.05,0.0483,0.0502,0.0498,0.0518,0.0576,0.0575,0.0519,0.0574,0.0535
"CC-SVMt",0.0499,0.0484,0.0482,0.0501,0.0488,0.0507,0.0505,0.0489,0.0504,0.0502
"DBR-SVMt",0.0502,0.0485,0.0483,0.0532,0.0507,0.0538,0.0515,0.0522,0.0575,0.0538
"EBR-SVMt",0.0543,0.0547,0.0544,0.0539,0.052,0.0546,0.0543,0.0546,0.0546,0.0542
