"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR-XGB",0.6506,0.6737,0.6262,0.6315,0.6258,0.6901,0.6313,0.618,0.6154,0.6861
"BR+-XGB",0.632,0.652,0.6499,0.624,0.6526,0.6912,0.6107,0.6259,0.6322,0.6537
"CC-XGB",0.6513,0.6762,0.6438,0.6482,0.6865,0.7077,0.6162,0.6396,0.6659,0.6656
"DBR-XGB",0.6372,0.6583,0.6497,0.6216,0.6435,0.6863,0.6206,0.6217,0.6309,0.647
"EBR-XGB",0.6342,0.6938,0.5843,0.6508,0.6622,0.6705,0.6511,0.629,0.616,0.6387
"ECC-XGB",0.6513,0.6857,0.5996,0.6401,0.6897,0.6769,0.6372,0.6096,0.625,0.6684
"MBR-XGB",0.6506,0.6737,0.6262,0.6315,0.6258,0.6901,0.6313,0.618,0.6154,0.6861
"NS-XGB",0.6289,0.688,0.6333,0.6366,0.6772,0.6996,0.6153,0.6396,0.6625,0.6502
"PruDent-XGB",0.6554,0.6705,0.6264,0.6248,0.6258,0.6867,0.6369,0.6157,0.6169,0.6761
"RDBR-XGB",0.6495,0.6739,0.6601,0.6299,0.6338,0.6974,0.608,0.6488,0.6484,0.6802
