"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR-XGB",0.3684,0.3421,0.4211,0.3158,0.3158,0.3947,0.3684,0.2632,0.3421,0.3421
"BR+-XGB",0.3947,0.3421,0.4211,0.3421,0.2632,0.3684,0.3158,0.2632,0.3158,0.4211
"CC-XGB",0.4211,0.3158,0.4211,0.3421,0.2895,0.3684,0.4211,0.2632,0.3421,0.3947
"DBR-XGB",0.3947,0.3684,0.4211,0.3421,0.2632,0.3684,0.3158,0.2632,0.3158,0.4211
"EBR-XGB",0.3421,0.2368,0.3421,0.2895,0.3158,0.2895,0.3158,0.2368,0.3421,0.3158
"ECC-XGB",0.3421,0.2895,0.3421,0.3158,0.2895,0.2895,0.2895,0.2368,0.3158,0.2895
"MBR-XGB",0.3684,0.3421,0.4211,0.3158,0.3158,0.3947,0.3684,0.2632,0.3421,0.3421
"NS-XGB",0.4211,0.3158,0.4211,0.3421,0.2895,0.3684,0.4211,0.2632,0.3421,0.3947
"PruDent-XGB",0.3947,0.3421,0.3684,0.3158,0.3421,0.3684,0.3421,0.2632,0.3421,0.3158
"RDBR-XGB",0.3947,0.3421,0.4474,0.3421,0.2632,0.3947,0.3158,0.2632,0.3684,0.3947
