"Strategies","1","2","3","4","5","6","7","8","9","10"
"PruDent-RF",0.6613,0.6375,0.6616,0.6361,0.6553,0.6247,0.6534,0.6303,0.6549,0.6385
"PruDent-SVM",0.6609,0.6318,0.6615,0.6369,0.6603,0.6266,0.6639,0.6377,0.66,0.6271
"PruDent-SVMt",0.6773,0.6278,0.6553,0.6163,0.6592,0.6369,0.6831,0.6246,0.6668,0.613
"PruDent-XGB",0.6336,0.6465,0.6418,0.6066,0.6348,0.615,0.6429,0.6326,0.6326,0.6326
"RDBR-C5.0",0.558,0.5399,0.5432,0.5328,0.4976,0.5455,0.5465,0.5685,0.5433,0.5457
"RDBR-LR",0.677,0.6455,0.663,0.654,0.6553,0.6398,0.6844,0.6523,0.6634,0.6593
"RDBR-RF",0.6596,0.6287,0.6673,0.6384,0.6661,0.6284,0.6705,0.641,0.6658,0.6279
"RDBR-SVM",0.6843,0.6375,0.662,0.6518,0.662,0.6493,0.6768,0.6509,0.6821,0.6544
"RDBR-SVMt",0.6709,0.6412,0.6284,0.6345,0.6743,0.6429,0.6708,0.6325,0.6493,0.6234
"RDBR-XGB",0.6337,0.6414,0.6342,0.6349,0.6552,0.6309,0.6464,0.6241,0.6521,0.6415
