"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR-SVM",0,0.2,0.05,0.15,0.05,0.15,0.1,0.05,0.1,0.15
"BR+-SVM",0,0.15,0.05,0.1,0.05,0.05,0.1,0.05,0.1,0.1
"CC-SVM",0,0.15,0.05,0.1,0.1,0.05,0.1,0,0.05,0.1
"DBR-SVM",0.05,0.15,0.05,0.05,0.1,0.05,0.1,0.1,0.1,0.1
"EBR-SVM",0.2,0.2,0.05,0.1,0.15,0.15,0.2,0.1,0.15,0.1
"ECC-SVM",0.15,0.15,0.1,0.15,0.1,0.2,0.15,0.1,0.1,0.15
"MBR-SVM",0,0.1,0.05,0.1,0.1,0.1,0.1,0.05,0.05,0.1
"NS-SVM",0,0.2,0.05,0.15,0.15,0.15,0.15,0.05,0.1,0.15
"PruDent-SVM",0,0.1,0.05,0.15,0.05,0.15,0.1,0.05,0.1,0.15
"RDBR-SVM",0,0.1,0.05,0.1,0.05,0.05,0.1,0,0.1,0.1
"BR-SVMt",0,0.15,0.05,0.05,0,0.1,0,0.05,0.05,0.05
"BR+-SVMt",0,0.15,0,0.1,0,0.05,0,0,0,0.05
"CC-SVMt",0,0.05,0,0.1,0,0,0,0.05,0,0.1
"DBR-SVMt",0,0.15,0,0.1,0.05,0,0,0,0,0.05
"EBR-SVMt",0.05,0.1,0,0.05,0.05,0.1,0,0.1,0,0.1
"ECC-SVMt",0.15,0.2,0,0.05,0.05,0.1,0,0,0.05,0.05
"MBR-SVMt",0,0.15,0.05,0.1,0.05,0.05,0,0,0.05,0
"NS-SVMt",0.05,0.1,0.05,0.1,0,0.1,0,0,0,0.05
"PruDent-SVMt",0,0.15,0.05,0.1,0,0.05,0,0.05,0,0.05
"RDBR-SVMt",0,0.15,0,0.1,0,0.1,0,0.05,0,0.05
"BR-XGB",0.05,0.05,0,0.1,0.05,0,0,0.05,0,0.05
"BR+-XGB",0.05,0,0,0.15,0.1,0,0,0.05,0,0.1
"CC-XGB",0.05,0,0,0.1,0.05,0,0,0.05,0,0.1
"DBR-XGB",0.05,0,0,0.15,0.1,0,0,0.05,0,0.1
"EBR-XGB",0.15,0.1,0,0.1,0.1,0,0,0.05,0.05,0
"ECC-XGB",0,0.1,0,0.1,0.1,0,0,0.05,0.05,0.1
"MBR-XGB",0.05,0.05,0,0.1,0.05,0,0,0.05,0,0.05
"NS-XGB",0.05,0,0,0.1,0.05,0,0,0.05,0,0.15
"PruDent-XGB",0.05,0.05,0,0.1,0.05,0,0,0.05,0,0.05
"RDBR-XGB",0.05,0,0,0.15,0.1,0,0,0.05,0,0.1
