"Strategies","1","2","3","4","5","6","7","8","9","10"
"DBR-LR",0.0556,0.1111,0.0556,0.1111,0.1111,0,0,0.1111,0,0.0556
"DBR-RF",0.1111,0.0556,0.0556,0.2222,0.0556,0,0,0.1111,0.0556,0.1111
"DBR-SVM",0.0556,0,0,0.1667,0,0,0.0556,0.1111,0,0.0556
"DBR-SVMt",0,0.8333,0.8889,0.0556,0,0.8889,0.7222,0.1111,0.8333,0
"DBR-XGB",0.0556,0.0556,0.0556,0.0556,0.0556,0,0.0556,0,0.0556,0.0556
"EBR-C5.0",0.1667,0.1667,0.1111,0.2222,0.1667,0.1111,0.2222,0.1111,0.1111,0.2222
"EBR-LR",0,0,0.1111,0.1111,0.0556,0,0.0556,0.1111,0.0556,0.1111
"EBR-RF",0.1111,0,0.0556,0.1111,0.0556,0,0,0.1111,0.0556,0.1111
"EBR-SVM",0.1111,0.0556,0.0556,0,0,0,0.0556,0,0.0556,0
"EBR-SVMt",0.0556,0,0,0,0,0,0,0,0,0
"EBR-XGB",0.0556,0.0556,0.0556,0.1111,0.0556,0,0.0556,0.0556,0.0556,0.0556
"ECC-C5.0",0.2222,0.1667,0.1667,0.1111,0.1667,0.1667,0.1667,0.2778,0.1667,0.2222
"ECC-LR",0.1111,0.0556,0,0.1111,0.0556,0,0.1111,0,0.0556,0.1111
"ECC-RF",0.1111,0.0556,0.0556,0.0556,0.0556,0,0,0.1111,0.0556,0.1111
"ECC-SVM",0.1111,0.0556,0,0.0556,0.1111,0,0.0556,0,0,0
"ECC-SVMt",0.0556,0,0.0556,0.1111,0,0,0.0556,0,0,0
"ECC-XGB",0.1111,0.0556,0.0556,0,0.0556,0,0.0556,0,0.1111,0.0556
"MBR-C5.0",0.4444,0.5,0.4444,0.5556,0.3889,0.5,0.4444,0.5,0.4444,0.4444
"MBR-LR",0.1111,0.1111,0,0.1667,0.0556,0,0,0.1111,0,0.1111
"MBR-RF",0.1111,0,0.0556,0.0556,0.0556,0,0.0556,0.1111,0.0556,0.1111
"MBR-SVM",0.1111,0.0556,0.0556,0.2222,0.1111,0,0.0556,0.1667,0,0.0556
"MBR-SVMt",0.1111,0.6667,0.6111,0,0.0556,0.8889,0.0556,0.0556,0.8333,0.1111
"MBR-XGB",0.0556,0.0556,0.0556,0.0556,0.0556,0,0.0556,0.0556,0.0556,0
"NS-C5.0",0.4444,0.3889,0.3889,0.5,0.3889,0.4444,0.3889,0.4444,0.4444,0.4444
"NS-LR",0.1667,0.0556,0,0.1667,0.1111,0.0556,0.0556,0.1667,0,0.1111
"NS-RF",0.1111,0,0.0556,0.1111,0.0556,0,0,0.0556,0.0556,0.1111
"NS-SVM",0.1667,0,0,0.1667,0.1111,0,0.0556,0.1111,0,0.1111
"NS-SVMt",0.1111,0.6667,0.3333,0.0556,0.1111,0.6667,0,0.1111,0.8333,0.1111
"NS-XGB",0.0556,0.0556,0.0556,0.0556,0.0556,0,0.0556,0.0556,0.0556,0.0556
"PruDent-C5.0",0.4444,0.3889,0.3889,0.5,0.3889,0.4444,0.3889,0.4444,0.4444,0.4444
"PruDent-LR",0.1111,0.1111,0,0.1111,0.0556,0,0.0556,0.1111,0,0.0556
"PruDent-RF",0.1111,0,0.0556,0.0556,0.0556,0,0.0556,0.1111,0.0556,0.1111
"PruDent-SVM",0.1667,0,0.0556,0.1667,0.1111,0,0.0556,0.1667,0,0.1111
"PruDent-SVMt",0.1667,0.1111,0.7778,0.1111,0.0556,0.8889,0,0.0556,0,0.0556
"PruDent-XGB",0.0556,0.0556,0.0556,0.0556,0.0556,0,0.0556,0.0556,0.0556,0
"RDBR-C5.0",0.4444,0.3889,0.2778,0.5,0.3889,0.4444,0.3889,0.4444,0.4444,0.3889
"RDBR-LR",0.1111,0.0556,0.0556,0.1667,0.0556,0,0.0556,0.1111,0,0.0556
"RDBR-RF",0.1111,0.0556,0.1111,0.0556,0.1111,0,0,0.0556,0.0556,0.1667
"RDBR-SVM",0.0556,0,0,0.1667,0.0556,0,0.0556,0.1111,0,0.0556
"RDBR-SVMt",0.1111,0.8333,0.8889,0.0556,0,0.8889,0.8889,0,0.8333,0.0556
"RDBR-XGB",0.1111,0.0556,0.0556,0.1111,0.0556,0,0.0556,0.0556,0.0556,0.0556
