"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR-XGB",0.5524,0.5455,0.5526,0.5594,0.5365,0.5265,0.5427,0.5433,0.5543,0.5336
"BR+-XGB",0.5504,0.5606,0.5586,0.5644,0.5415,0.5455,0.5526,0.5484,0.5563,0.5466
"CC-XGB",0.5155,0.5255,0.5265,0.5415,0.5285,0.5235,0.5159,0.5343,0.5474,0.5266
"DBR-XGB",0.5475,0.5636,0.5576,0.5664,0.5465,0.5365,0.5526,0.5484,0.5593,0.5527
"EBR-XGB",0.5145,0.4995,0.5075,0.5235,0.4935,0.5005,0.5089,0.504,0.5294,0.5025
"ECC-XGB",0.5205,0.5245,0.5045,0.5235,0.5065,0.5055,0.5129,0.497,0.5394,0.5135
"MBR-XGB",0.5524,0.5455,0.5526,0.5594,0.5365,0.5265,0.5427,0.5433,0.5543,0.5336
"NS-XGB",0.5155,0.5255,0.5265,0.5415,0.5285,0.5235,0.5159,0.5343,0.5474,0.5266
"PruDent-XGB",0.5524,0.5516,0.5455,0.5554,0.5375,0.5285,0.5466,0.5464,0.5633,0.5336
"RDBR-XGB",0.5455,0.5576,0.5546,0.5594,0.5405,0.5375,0.5496,0.5474,0.5543,0.5527
