"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR-XGB",0.0897,0.0641,0.0769,0.1026,0.1026,0.0641,0.1795,0.1026,0.0513,0.1667
"BR+-XGB",0.0513,0.0641,0.0641,0.0897,0.0769,0.1154,0.141,0.0641,0.0641,0.0513
"CC-XGB",0.0769,0.1154,0.1026,0.1026,0.1154,0.0769,0.1538,0.0897,0.0769,0.1282
"DBR-XGB",0.0513,0.0897,0.0769,0.0897,0.0641,0.1026,0.141,0.0769,0.0769,0.0641
"EBR-XGB",0.0513,0.1154,0.1538,0.0641,0.0897,0.0769,0.0641,0.1026,0.0385,0.141
"ECC-XGB",0.0769,0.1026,0.141,0.0769,0.1026,0.1026,0.1282,0.1154,0.0897,0.141
"MBR-XGB",0.0897,0.0641,0.0769,0.1026,0.1026,0.0641,0.1923,0.0897,0.0641,0.1667
"NS-XGB",0.1026,0.1538,0.1795,0.1282,0.1923,0.1026,0.1795,0.1282,0.1154,0.1154
"PruDent-XGB",0.0897,0.0641,0.0769,0.1026,0.1026,0.0641,0.1795,0.1026,0.0513,0.1667
"RDBR-XGB",0.0897,0.0897,0.0897,0.1282,0.1154,0.1538,0.1154,0.0769,0.0897,0.1154
