"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR-XGB",0.4061,0.4091,0.4119,0.4155,0.4157,0.4063,0.4095,0.4072,0.4133,0.4124
"BR+-XGB",0.4199,0.4149,0.4161,0.4251,0.4162,0.418,0.4232,0.4131,0.4212,0.4145
"CC-XGB",0.4513,0.4512,0.4413,0.4421,0.4401,0.4407,0.4474,0.443,0.4514,0.4475
"DBR-XGB",0.413,0.4133,0.4156,0.4155,0.413,0.4111,0.4158,0.411,0.4218,0.4145
"EBR-XGB",0.4146,0.4138,0.4214,0.4171,0.4099,0.4042,0.42,0.3945,0.4086,0.4156
"ECC-XGB",0.4199,0.4333,0.4266,0.4224,0.4358,0.4259,0.4274,0.419,0.435,0.4321
"MBR-XGB",0.4135,0.4207,0.4235,0.424,0.4173,0.419,0.4305,0.4142,0.4297,0.413
"NS-XGB",0.4135,0.417,0.4214,0.4229,0.412,0.4095,0.42,0.4147,0.4223,0.4177
"PruDent-XGB",0.4061,0.4091,0.4119,0.4155,0.4157,0.4063,0.4095,0.4072,0.4133,0.4124
"RDBR-XGB",0.4141,0.4143,0.4145,0.4235,0.413,0.4164,0.4205,0.4115,0.4239,0.413
