"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR-XGB",0.4113,0.4965,0.4823,0.4397,0.4894,0.4397,0.4752,0.4823,0.4326,0.4823
"BR+-XGB",0.4965,0.5035,0.4752,0.4823,0.4965,0.5177,0.4823,0.5106,0.4468,0.5106
"CC-XGB",0.461,0.4468,0.4468,0.4255,0.4468,0.4752,0.4823,0.4681,0.4184,0.4823
"DBR-XGB",0.4894,0.5177,0.4823,0.4823,0.5035,0.5248,0.4965,0.4965,0.461,0.5177
"EBR-XGB",0.3404,0.3901,0.3475,0.3617,0.383,0.3617,0.3688,0.3475,0.3262,0.3688
"ECC-XGB",0.3404,0.4255,0.3475,0.383,0.3688,0.3972,0.3688,0.3759,0.3546,0.4397
"MBR-XGB",0.4113,0.4965,0.4823,0.4397,0.4894,0.4468,0.4752,0.4823,0.4326,0.4823
"NS-XGB",0.305,0.2979,0.2837,0.2979,0.3404,0.3333,0.3333,0.2695,0.2695,0.3617
"PruDent-XGB",0.4752,0.5035,0.5106,0.4468,0.4894,0.4894,0.5106,0.4965,0.461,0.5248
"RDBR-XGB",0.4823,0.4752,0.4539,0.461,0.4752,0.4965,0.461,0.4823,0.461,0.5106
